id,country_code,province_code,city_code,district_code,level,parent_code,province_name,city_name,district_name,short_city_name,city_tier,city_cluster,is_municipality,is_subprovincial,gdp,population,gdp_per_capita,income_per_capita,stats_year,citycode,center_lon,center_lat,created_at,updated_at
609,CN,140000,140100,140106,district,140100,山西省,太原市,迎泽区,,,,False,False,,,,,,0351,112.563373,37.863308,2025-12-05 23:50:09,2025-12-05 23:50:09
610,CN,140000,140100,140122,district,140100,山西省,太原市,阳曲县,,,,False,False,,,,,,0351,112.67292,38.058511,2025-12-05 23:50:09,2025-12-05 23:50:09
611,CN,140000,140200,140223,district,140200,山西省,大同市,广灵县,,,,False,False,,,,,,0352,114.282703,39.760404,2025-12-05 23:50:09,2025-12-05 23:50:09
612,CN,140000,140200,140225,district,140200,山西省,大同市,浑源县,,,,False,False,,,,,,0352,113.69183,39.706485,2025-12-05 23:50:09,2025-12-05 23:50:09
613,CN,140000,140200,140215,district,140200,山西省,大同市,云州区,,,,False,False,,,,,,0352,113.612496,40.040156,2025-12-05 23:50:09,2025-12-05 23:50:09
614,CN,140000,140200,140226,district,140200,山西省,大同市,左云县,,,,False,False,,,,,,0352,112.703008,40.013442,2025-12-05 23:50:09,2025-12-05 23:50:09
615,CN,140000,140200,140213,district,140200,山西省,大同市,平城区,,,,False,False,,,,,,0352,113.300179,40.076991,2025-12-05 23:50:09,2025-12-05 23:50:09
616,CN,140000,140200,140212,district,140200,山西省,大同市,新荣区,,,,False,False,,,,,,0352,113.139628,40.256355,2025-12-05 23:50:09,2025-12-05 23:50:09
617,CN,140000,140200,140214,district,140200,山西省,大同市,云冈区,,,,False,False,,,,,,0352,113.150035,40.005844,2025-12-05 23:50:09,2025-12-05 23:50:09
618,CN,140000,140200,140224,district,140200,山西省,大同市,灵丘县,,,,False,False,,,,,,0352,114.234452,39.442459,2025-12-05 23:50:09,2025-12-05 23:50:09
619,CN,140000,140200,140222,district,140200,山西省,大同市,天镇县,,,,False,False,,,,,,0352,114.090871,40.42087,2025-12-05 23:50:09,2025-12-05 23:50:09
620,CN,140000,140200,140221,district,140200,山西省,大同市,阳高县,,,,False,False,,,,,,0352,113.748944,40.361059,2025-12-05 23:50:09,2025-12-05 23:50:09
621,CN,140000,140300,140322,district,140300,山西省,阳泉市,盂县,,,,False,False,,,,,,0353,113.412279,38.086041,2025-12-05 23:50:09,2025-12-05 23:50:09
622,CN,140000,140300,140311,district,140300,山西省,阳泉市,郊区,,,,False,False,,,,,,0353,113.593998,37.943703,2025-12-05 23:50:09,2025-12-05 23:50:09
623,CN,140000,140300,140302,district,140300,山西省,阳泉市,城区,,,,False,False,,,,,,0353,113.600694,37.847457,2025-12-05 23:50:09,2025-12-05 23:50:09
624,CN,140000,140300,140303,district,140300,山西省,阳泉市,矿区,,,,False,False,,,,,,0353,113.555279,37.868494,2025-12-05 23:50:09,2025-12-05 23:50:09
625,CN,140000,140300,140321,district,140300,山西省,阳泉市,平定县,,,,False,False,,,,,,0353,113.629777,37.804986,2025-12-05 23:50:09,2025-12-05 23:50:09
626,CN,140000,140400,140428,district,140400,山西省,长治市,长子县,,,,False,False,,,,,,0355,112.877922,36.122258,2025-12-05 23:50:09,2025-12-05 23:50:09
627,CN,140000,140400,140403,district,140400,山西省,长治市,潞州区,,,,False,False,,,,,,0355,113.122725,36.203305,2025-12-05 23:50:09,2025-12-05 23:50:09
628,CN,140000,140400,140429,district,140400,山西省,长治市,武乡县,,,,False,False,,,,,,0355,112.86396,36.837865,2025-12-05 23:50:09,2025-12-05 23:50:09
629,CN,140000,140400,140430,district,140400,山西省,长治市,沁县,,,,False,False,,,,,,0355,112.699176,36.756152,2025-12-05 23:50:09,2025-12-05 23:50:09
630,CN,140000,140400,140423,district,140400,山西省,长治市,襄垣县,,,,False,False,,,,,,0355,113.051298,36.535629,2025-12-05 23:50:09,2025-12-05 23:50:09
631,CN,140000,140400,140405,district,140400,山西省,长治市,屯留区,,,,False,False,,,,,,0355,112.892301,36.3162,2025-12-05 23:50:09,2025-12-05 23:50:09
632,CN,140000,140400,140406,district,140400,山西省,长治市,潞城区,,,,False,False,,,,,,0355,113.228897,36.334597,2025-12-05 23:50:09,2025-12-05 23:50:09
633,CN,140000,140400,140426,district,140400,山西省,长治市,黎城县,,,,False,False,,,,,,0355,113.387025,36.502258,2025-12-05 23:50:09,2025-12-05 23:50:09
634,CN,140000,140400,140431,district,140400,山西省,长治市,沁源县,,,,False,False,,,,,,0355,112.337726,36.499989,2025-12-05 23:50:09,2025-12-05 23:50:09
635,CN,140000,140400,140425,district,140400,山西省,长治市,平顺县,,,,False,False,,,,,,0355,113.435859,36.20037,2025-12-05 23:50:09,2025-12-05 23:50:09
636,CN,140000,140400,140427,district,140400,山西省,长治市,壶关县,,,,False,False,,,,,,0355,113.206836,36.115645,2025-12-05 23:50:09,2025-12-05 23:50:09
637,CN,140000,140400,140404,district,140400,山西省,长治市,上党区,,,,False,False,,,,,,0355,113.051416,36.053104,2025-12-05 23:50:09,2025-12-05 23:50:09
638,CN,140000,140500,140525,district,140500,山西省,晋城市,泽州县,,,,False,False,,,,,,0356,112.922243,35.507061,2025-12-05 23:50:09,2025-12-05 23:50:09
639,CN,140000,140500,140581,district,140500,山西省,晋城市,高平市,,,,False,False,,,,,,0356,112.923798,35.798775,2025-12-05 23:50:09,2025-12-05 23:50:09
640,CN,140000,140500,140524,district,140500,山西省,晋城市,陵川县,,,,False,False,,,,,,0356,113.280755,35.775239,2025-12-05 23:50:09,2025-12-05 23:50:09
641,CN,140000,140500,140522,district,140500,山西省,晋城市,阳城县,,,,False,False,,,,,,0356,112.414798,35.486275,2025-12-05 23:50:09,2025-12-05 23:50:09
642,CN,140000,140500,140521,district,140500,山西省,晋城市,沁水县,,,,False,False,,,,,,0356,112.186726,35.690119,2025-12-05 23:50:09,2025-12-05 23:50:09
643,CN,140000,140500,140502,district,140500,山西省,晋城市,城区,,,,False,False,,,,,,0356,112.853452,35.50248,2025-12-05 23:50:09,2025-12-05 23:50:09
644,CN,140000,140600,140623,district,140600,山西省,朔州市,右玉县,,,,False,False,,,,,,0349,112.466926,39.989198,2025-12-05 23:50:09,2025-12-05 23:50:09
645,CN,140000,140600,140602,district,140600,山西省,朔州市,朔城区,,,,False,False,,,,,,0349,112.432071,39.320196,2025-12-05 23:50:09,2025-12-05 23:50:09
646,CN,140000,140600,140603,district,140600,山西省,朔州市,平鲁区,,,,False,False,,,,,,0349,112.28827,39.512219,2025-12-05 23:50:09,2025-12-05 23:50:09
647,CN,140000,140600,140622,district,140600,山西省,朔州市,应县,,,,False,False,,,,,,0349,113.190952,39.554471,2025-12-05 23:50:09,2025-12-05 23:50:09
648,CN,140000,140600,140621,district,140600,山西省,朔州市,山阴县,,,,False,False,,,,,,0349,112.816421,39.527445,2025-12-05 23:50:09,2025-12-05 23:50:09
649,CN,140000,140600,140681,district,140600,山西省,朔州市,怀仁市,,,,False,False,,,,,,0349,113.133061,39.820522,2025-12-05 23:50:09,2025-12-05 23:50:09
650,CN,140000,140700,140725,district,140700,山西省,晋中市,寿阳县,,,,False,False,,,,,,0354,113.176373,37.895191,2025-12-05 23:50:09,2025-12-05 23:50:09
651,CN,140000,140700,140721,district,140700,山西省,晋中市,榆社县,,,,False,False,,,,,,0354,112.975378,37.071209,2025-12-05 23:50:09,2025-12-05 23:50:09
652,CN,140000,140700,140722,district,140700,山西省,晋中市,左权县,,,,False,False,,,,,,0354,113.379412,37.082746,2025-12-05 23:50:09,2025-12-05 23:50:09
653,CN,140000,140700,140723,district,140700,山西省,晋中市,和顺县,,,,False,False,,,,,,0354,113.570295,37.329696,2025-12-05 23:50:09,2025-12-05 23:50:09
654,CN,140000,140700,140703,district,140700,山西省,晋中市,太谷区,,,,False,False,,,,,,0354,112.551297,37.421392,2025-12-05 23:50:09,2025-12-05 23:50:09
655,CN,140000,140700,140727,district,140700,山西省,晋中市,祁县,,,,False,False,,,,,,0354,112.335226,37.358425,2025-12-05 23:50:09,2025-12-05 23:50:09
656,CN,140000,140700,140702,district,140700,山西省,晋中市,榆次区,,,,False,False,,,,,,0354,112.707564,37.698637,2025-12-05 23:50:09,2025-12-05 23:50:09
657,CN,140000,140700,140728,district,140700,山西省,晋中市,平遥县,,,,False,False,,,,,,0354,112.175825,37.189614,2025-12-05 23:50:09,2025-12-05 23:50:09
658,CN,140000,140700,140729,district,140700,山西省,晋中市,灵石县,,,,False,False,,,,,,0354,111.778692,36.848085,2025-12-05 23:50:09,2025-12-05 23:50:09
659,CN,140000,140700,140781,district,140700,山西省,晋中市,介休市,,,,False,False,,,,,,0354,111.916451,37.027538,2025-12-05 23:50:09,2025-12-05 23:50:09
660,CN,140000,140700,140724,district,140700,山西省,晋中市,昔阳县,,,,False,False,,,,,,0354,113.707151,37.612577,2025-12-05 23:50:09,2025-12-05 23:50:09
661,CN,140000,140800,140822,district,140800,山西省,运城市,万荣县,,,,False,False,,,,,,0359,110.837957,35.415805,2025-12-05 23:50:09,2025-12-05 23:50:09
662,CN,140000,140800,140802,district,140800,山西省,运城市,盐湖区,,,,False,False,,,,,,0359,110.998135,35.015549,2025-12-05 23:50:09,2025-12-05 23:50:09
663,CN,140000,140800,140823,district,140800,山西省,运城市,闻喜县,,,,False,False,,,,,,0359,111.224485,35.356664,2025-12-05 23:50:09,2025-12-05 23:50:09
664,CN,140000,140800,140828,district,140800,山西省,运城市,夏县,,,,False,False,,,,,,0359,111.219946,35.140733,2025-12-05 23:50:09,2025-12-05 23:50:09
665,CN,140000,140800,140821,district,140800,山西省,运城市,临猗县,,,,False,False,,,,,,0359,110.774553,35.144406,2025-12-05 23:50:09,2025-12-05 23:50:09
666,CN,140000,140800,140827,district,140800,山西省,运城市,垣曲县,,,,False,False,,,,,,0359,111.670215,35.298297,2025-12-05 23:50:09,2025-12-05 23:50:09
667,CN,140000,140800,140824,district,140800,山西省,运城市,稷山县,,,,False,False,,,,,,0359,110.983273,35.604515,2025-12-05 23:50:09,2025-12-05 23:50:09
668,CN,140000,140800,140881,district,140800,山西省,运城市,永济市,,,,False,False,,,,,,0359,110.447771,34.866499,2025-12-05 23:50:09,2025-12-05 23:50:09
669,CN,140000,140800,140826,district,140800,山西省,运城市,绛县,,,,False,False,,,,,,0359,111.568849,35.491764,2025-12-05 23:50:09,2025-12-05 23:50:09
670,CN,140000,140800,140825,district,140800,山西省,运城市,新绛县,,,,False,False,,,,,,0359,111.224767,35.616007,2025-12-05 23:50:09,2025-12-05 23:50:09
671,CN,140000,140800,140882,district,140800,山西省,运城市,河津市,,,,False,False,,,,,,0359,110.712032,35.596357,2025-12-05 23:50:09,2025-12-05 23:50:09
672,CN,140000,140800,140829,district,140800,山西省,运城市,平陆县,,,,False,False,,,,,,0359,111.193957,34.829595,2025-12-05 23:50:09,2025-12-05 23:50:09
673,CN,140000,140800,140830,district,140800,山西省,运城市,芮城县,,,,False,False,,,,,,0359,110.694418,34.694173,2025-12-05 23:50:09,2025-12-05 23:50:09
674,CN,140000,140900,140929,district,140900,山西省,忻州市,岢岚县,,,,False,False,,,,,,0350,111.572964,38.703989,2025-12-05 23:50:09,2025-12-05 23:50:09
675,CN,140000,140900,140928,district,140900,山西省,忻州市,五寨县,,,,False,False,,,,,,0350,111.846808,38.91111,2025-12-05 23:50:09,2025-12-05 23:50:09
676,CN,140000,140900,140925,district,140900,山西省,忻州市,宁武县,,,,False,False,,,,,,0350,112.304734,39.001498,2025-12-05 23:50:09,2025-12-05 23:50:09
677,CN,140000,140900,140926,district,140900,山西省,忻州市,静乐县,,,,False,False,,,,,,0350,111.939498,38.359306,2025-12-05 23:50:09,2025-12-05 23:50:09
678,CN,140000,140900,140927,district,140900,山西省,忻州市,神池县,,,,False,False,,,,,,0350,112.210997,39.091079,2025-12-05 23:50:09,2025-12-05 23:50:09
679,CN,140000,140900,140930,district,140900,山西省,忻州市,河曲县,,,,False,False,,,,,,0350,111.138247,39.38452,2025-12-05 23:50:09,2025-12-05 23:50:09
680,CN,140000,140900,140981,district,140900,山西省,忻州市,原平市,,,,False,False,,,,,,0350,112.711025,38.731412,2025-12-05 23:50:09,2025-12-05 23:50:09
681,CN,140000,140900,140923,district,140900,山西省,忻州市,代县,,,,False,False,,,,,,0350,112.960102,39.066831,2025-12-05 23:50:09,2025-12-05 23:50:09
682,CN,140000,140900,140921,district,140900,山西省,忻州市,定襄县,,,,False,False,,,,,,0350,112.957234,38.471725,2025-12-05 23:50:09,2025-12-05 23:50:09
683,CN,140000,140900,140924,district,140900,山西省,忻州市,繁峙县,,,,False,False,,,,,,0350,113.265464,39.188835,2025-12-05 23:50:09,2025-12-05 23:50:09
684,CN,140000,140900,140931,district,140900,山西省,忻州市,保德县,,,,False,False,,,,,,0350,111.085944,39.022616,2025-12-05 23:50:09,2025-12-05 23:50:09
685,CN,140000,140900,140922,district,140900,山西省,忻州市,五台县,,,,False,False,,,,,,0350,113.255419,38.728056,2025-12-05 23:50:09,2025-12-05 23:50:09
686,CN,140000,140900,140932,district,140900,山西省,忻州市,偏关县,,,,False,False,,,,,,0350,111.508922,39.436917,2025-12-05 23:50:09,2025-12-05 23:50:09
687,CN,140000,140900,140902,district,140900,山西省,忻州市,忻府区,,,,False,False,,,,,,0350,112.746357,38.403498,2025-12-05 23:50:09,2025-12-05 23:50:09
688,CN,140000,141000,141031,district,141000,山西省,临汾市,隰县,,,,False,False,,,,,,0357,110.940752,36.693345,2025-12-05 23:50:09,2025-12-05 23:50:09
689,CN,140000,141000,141025,district,141000,山西省,临汾市,古县,,,,False,False,,,,,,0357,111.92031,36.266767,2025-12-05 23:50:09,2025-12-05 23:50:09
690,CN,140000,141000,141032,district,141000,山西省,临汾市,永和县,,,,False,False,,,,,,0357,110.631981,36.759524,2025-12-05 23:50:09,2025-12-05 23:50:09
691,CN,140000,141000,141033,district,141000,山西省,临汾市,蒲县,,,,False,False,,,,,,0357,111.096457,36.41183,2025-12-05 23:50:09,2025-12-05 23:50:09
692,CN,140000,141000,141027,district,141000,山西省,临汾市,浮山县,,,,False,False,,,,,,0357,111.848883,35.968124,2025-12-05 23:50:09,2025-12-05 23:50:09
693,CN,140000,141000,141022,district,141000,山西省,临汾市,翼城县,,,,False,False,,,,,,0357,111.719048,35.739706,2025-12-05 23:50:09,2025-12-05 23:50:09
694,CN,140000,141000,141023,district,141000,山西省,临汾市,襄汾县,,,,False,False,,,,,,0357,111.441725,35.876293,2025-12-05 23:50:09,2025-12-05 23:50:09
695,CN,140000,141000,141026,district,141000,山西省,临汾市,安泽县,,,,False,False,,,,,,0357,112.250242,36.147921,2025-12-05 23:50:09,2025-12-05 23:50:09
696,CN,140000,141000,141021,district,141000,山西省,临汾市,曲沃县,,,,False,False,,,,,,0357,111.475783,35.641883,2025-12-05 23:50:09,2025-12-05 23:50:09
697,CN,140000,141000,141081,district,141000,山西省,临汾市,侯马市,,,,False,False,,,,,,0357,111.372002,35.619105,2025-12-05 23:50:09,2025-12-05 23:50:09
698,CN,140000,141000,141082,district,141000,山西省,临汾市,霍州市,,,,False,False,,,,,,0357,111.755111,36.569046,2025-12-05 23:50:09,2025-12-05 23:50:09
699,CN,140000,141000,141030,district,141000,山西省,临汾市,大宁县,,,,False,False,,,,,,0357,110.752914,36.465126,2025-12-05 23:50:09,2025-12-05 23:50:09
700,CN,140000,141000,141028,district,141000,山西省,临汾市,吉县,,,,False,False,,,,,,0357,110.680513,36.096833,2025-12-05 23:50:09,2025-12-05 23:50:09
701,CN,140000,141000,141029,district,141000,山西省,临汾市,乡宁县,,,,False,False,,,,,,0357,110.846585,35.970834,2025-12-05 23:50:09,2025-12-05 23:50:09
702,CN,140000,141000,141002,district,141000,山西省,临汾市,尧都区,,,,False,False,,,,,,0357,111.578797,36.082463,2025-12-05 23:50:09,2025-12-05 23:50:09
703,CN,140000,141000,141024,district,141000,山西省,临汾市,洪洞县,,,,False,False,,,,,,0357,111.67571,36.254087,2025-12-05 23:50:09,2025-12-05 23:50:09
704,CN,140000,141000,141034,district,141000,山西省,临汾市,汾西县,,,,False,False,,,,,,0357,111.563993,36.652833,2025-12-05 23:50:09,2025-12-05 23:50:09
705,CN,140000,141100,141127,district,141100,山西省,吕梁市,岚县,,,,False,False,,,,,,0358,111.672156,38.279587,2025-12-05 23:50:09,2025-12-05 23:50:09
706,CN,140000,141100,141129,district,141100,山西省,吕梁市,中阳县,,,,False,False,,,,,,0358,111.178841,37.357816,2025-12-05 23:50:09,2025-12-05 23:50:09
707,CN,140000,141100,141128,district,141100,山西省,吕梁市,方山县,,,,False,False,,,,,,0358,111.244309,37.895017,2025-12-05 23:50:09,2025-12-05 23:50:09
708,CN,140000,141100,141126,district,141100,山西省,吕梁市,石楼县,,,,False,False,,,,,,0358,110.834712,36.998461,2025-12-05 23:50:09,2025-12-05 23:50:09
709,CN,140000,141100,141125,district,141100,山西省,吕梁市,柳林县,,,,False,False,,,,,,0358,110.888993,37.429816,2025-12-05 23:50:09,2025-12-05 23:50:09
710,CN,140000,141100,141181,district,141100,山西省,吕梁市,孝义市,,,,False,False,,,,,,0358,111.778935,37.146051,2025-12-05 23:50:09,2025-12-05 23:50:09
711,CN,140000,141100,141122,district,141100,山西省,吕梁市,交城县,,,,False,False,,,,,,0358,112.155857,37.55169,2025-12-05 23:50:09,2025-12-05 23:50:09
712,CN,140000,141100,141182,district,141100,山西省,吕梁市,汾阳市,,,,False,False,,,,,,0358,111.770834,37.261493,2025-12-05 23:50:09,2025-12-05 23:50:09
713,CN,140000,141100,141121,district,141100,山西省,吕梁市,文水县,,,,False,False,,,,,,0358,112.028866,37.438101,2025-12-05 23:50:09,2025-12-05 23:50:09
714,CN,140000,141100,141102,district,141100,山西省,吕梁市,离石区,,,,False,False,,,,,,0358,111.150325,37.517797,2025-12-05 23:50:09,2025-12-05 23:50:09
715,CN,140000,141100,141124,district,141100,山西省,吕梁市,临县,,,,False,False,,,,,,0358,110.992712,37.951008,2025-12-05 23:50:09,2025-12-05 23:50:09
716,CN,140000,141100,141123,district,141100,山西省,吕梁市,兴县,,,,False,False,,,,,,0358,111.127486,38.461818,2025-12-05 23:50:09,2025-12-05 23:50:09
717,CN,140000,141100,141130,district,141100,山西省,吕梁市,交口县,,,,False,False,,,,,,0358,111.181241,36.982205,2025-12-05 23:50:09,2025-12-05 23:50:09
718,CN,150000,150100,150125,district,150100,内蒙古自治区,呼和浩特市,武川县,,,,False,False,,,,,,0471,111.451226,41.096511,2025-12-05 23:50:09,2025-12-05 23:50:09
719,CN,150000,150100,150122,district,150100,内蒙古自治区,呼和浩特市,托克托县,,,,False,False,,,,,,0471,111.193879,40.277703,2025-12-05 23:50:09,2025-12-05 23:50:09
720,CN,150000,150100,150102,district,150100,内蒙古自治区,呼和浩特市,新城区,,,,False,False,,,,,,0471,111.665325,40.858271,2025-12-05 23:50:09,2025-12-05 23:50:09
721,CN,150000,150100,150123,district,150100,内蒙古自治区,呼和浩特市,和林格尔县,,,,False,False,,,,,,0471,111.821695,40.379226,2025-12-05 23:50:09,2025-12-05 23:50:09
722,CN,150000,150100,150104,district,150100,内蒙古自治区,呼和浩特市,玉泉区,,,,False,False,,,,,,0471,111.674157,40.753054,2025-12-05 23:50:09,2025-12-05 23:50:09
723,CN,150000,150100,150105,district,150100,内蒙古自治区,呼和浩特市,赛罕区,,,,False,False,,,,,,0471,111.701166,40.792508,2025-12-05 23:50:09,2025-12-05 23:50:09
724,CN,150000,150100,150124,district,150100,内蒙古自治区,呼和浩特市,清水河县,,,,False,False,,,,,,0471,111.647351,39.921224,2025-12-05 23:50:09,2025-12-05 23:50:09
725,CN,150000,150100,150103,district,150100,内蒙古自治区,呼和浩特市,回民区,,,,False,False,,,,,,0471,111.623485,40.808906,2025-12-05 23:50:09,2025-12-05 23:50:09
726,CN,150000,150100,150121,district,150100,内蒙古自治区,呼和浩特市,土默特左旗,,,,False,False,,,,,,0471,111.16373,40.729044,2025-12-05 23:50:09,2025-12-05 23:50:09
727,CN,150000,150200,150221,district,150200,内蒙古自治区,包头市,土默特右旗,,,,False,False,,,,,,0472,110.527831,40.578253,2025-12-05 23:50:09,2025-12-05 23:50:09
728,CN,150000,150200,150223,district,150200,内蒙古自治区,包头市,达尔罕茂明安联合旗,,,,False,False,,,,,,0472,110.432626,41.698992,2025-12-05 23:50:09,2025-12-05 23:50:09
729,CN,150000,150200,150206,district,150200,内蒙古自治区,包头市,白云鄂博矿区,,,,False,False,,,,,,0472,109.973195,41.769956,2025-12-05 23:50:09,2025-12-05 23:50:09
730,CN,150000,150200,150222,district,150200,内蒙古自治区,包头市,固阳县,,,,False,False,,,,,,0472,110.060055,41.034757,2025-12-05 23:50:09,2025-12-05 23:50:09
731,CN,150000,150200,150205,district,150200,内蒙古自治区,包头市,石拐区,,,,False,False,,,,,,0472,110.060783,40.676736,2025-12-05 23:50:09,2025-12-05 23:50:09
732,CN,150000,150200,150202,district,150200,内蒙古自治区,包头市,东河区,,,,False,False,,,,,,0472,110.044008,40.57626,2025-12-05 23:50:09,2025-12-05 23:50:09
733,CN,150000,150200,150204,district,150200,内蒙古自治区,包头市,青山区,,,,False,False,,,,,,0472,109.902157,40.644081,2025-12-05 23:50:09,2025-12-05 23:50:09
734,CN,150000,150200,150203,district,150200,内蒙古自治区,包头市,昆都仑区,,,,False,False,,,,,,0472,109.840249,40.658075,2025-12-05 23:50:09,2025-12-05 23:50:09
735,CN,150000,150200,150207,district,150200,内蒙古自治区,包头市,九原区,,,,False,False,,,,,,0472,109.968082,40.611346,2025-12-05 23:50:09,2025-12-05 23:50:09
736,CN,150000,150300,150302,district,150300,内蒙古自治区,乌海市,海勃湾区,,,,False,False,,,,,,0473,106.8228,39.690873,2025-12-05 23:50:09,2025-12-05 23:50:09
737,CN,150000,150300,150304,district,150300,内蒙古自治区,乌海市,乌达区,,,,False,False,,,,,,0473,106.726043,39.505609,2025-12-05 23:50:09,2025-12-05 23:50:09
738,CN,150000,150300,150303,district,150300,内蒙古自治区,乌海市,海南区,,,,False,False,,,,,,0473,106.891472,39.441803,2025-12-05 23:50:09,2025-12-05 23:50:09
739,CN,150000,150400,150422,district,150400,内蒙古自治区,赤峰市,巴林左旗,,,,False,False,,,,,,0476,119.362832,43.961547,2025-12-05 23:50:09,2025-12-05 23:50:09
740,CN,150000,150400,150430,district,150400,内蒙古自治区,赤峰市,敖汉旗,,,,False,False,,,,,,0476,119.921413,42.290731,2025-12-05 23:50:09,2025-12-05 23:50:09
741,CN,150000,150400,150402,district,150400,内蒙古自治区,赤峰市,红山区,,,,False,False,,,,,,0476,118.953989,42.296317,2025-12-05 23:50:09,2025-12-05 23:50:09
742,CN,150000,150400,150426,district,150400,内蒙古自治区,赤峰市,翁牛特旗,,,,False,False,,,,,,0476,119.006187,42.936529,2025-12-05 23:50:09,2025-12-05 23:50:09
743,CN,150000,150400,150425,district,150400,内蒙古自治区,赤峰市,克什克腾旗,,,,False,False,,,,,,0476,117.545413,43.265057,2025-12-05 23:50:09,2025-12-05 23:50:09
744,CN,150000,150400,150429,district,150400,内蒙古自治区,赤峰市,宁城县,,,,False,False,,,,,,0476,119.320056,41.600193,2025-12-05 23:50:09,2025-12-05 23:50:09
745,CN,150000,150400,150421,district,150400,内蒙古自治区,赤峰市,阿鲁科尔沁旗,,,,False,False,,,,,,0476,120.065533,43.872398,2025-12-05 23:50:09,2025-12-05 23:50:09
746,CN,150000,150400,150403,district,150400,内蒙古自治区,赤峰市,元宝山区,,,,False,False,,,,,,0476,119.288475,42.039602,2025-12-05 23:50:09,2025-12-05 23:50:09
747,CN,150000,150400,150404,district,150400,内蒙古自治区,赤峰市,松山区,,,,False,False,,,,,,0476,118.916156,42.299795,2025-12-05 23:50:09,2025-12-05 23:50:09
748,CN,150000,150400,150428,district,150400,内蒙古自治区,赤峰市,喀喇沁旗,,,,False,False,,,,,,0476,118.701934,41.927103,2025-12-05 23:50:09,2025-12-05 23:50:09
749,CN,150000,150400,150423,district,150400,内蒙古自治区,赤峰市,巴林右旗,,,,False,False,,,,,,0476,118.664235,43.534171,2025-12-05 23:50:09,2025-12-05 23:50:09
750,CN,150000,150400,150424,district,150400,内蒙古自治区,赤峰市,林西县,,,,False,False,,,,,,0476,118.05545,43.61812,2025-12-05 23:50:09,2025-12-05 23:50:09
751,CN,150000,150500,150581,district,150500,内蒙古自治区,通辽市,霍林郭勒市,,,,False,False,,,,,,0475,119.681242,45.533598,2025-12-05 23:50:09,2025-12-05 23:50:09
752,CN,150000,150500,150523,district,150500,内蒙古自治区,通辽市,开鲁县,,,,False,False,,,,,,0475,121.319216,43.601446,2025-12-05 23:50:09,2025-12-05 23:50:09
753,CN,150000,150500,150525,district,150500,内蒙古自治区,通辽市,奈曼旗,,,,False,False,,,,,,0475,120.657813,42.867433,2025-12-05 23:50:09,2025-12-05 23:50:09
754,CN,150000,150500,150524,district,150500,内蒙古自治区,通辽市,库伦旗,,,,False,False,,,,,,0475,121.810629,42.735556,2025-12-05 23:50:09,2025-12-05 23:50:09
755,CN,150000,150500,150526,district,150500,内蒙古自治区,通辽市,扎鲁特旗,,,,False,False,,,,,,0475,120.917953,44.567093,2025-12-05 23:50:09,2025-12-05 23:50:09
756,CN,150000,150500,150521,district,150500,内蒙古自治区,通辽市,科尔沁左翼中旗,,,,False,False,,,,,,0475,123.312202,44.126606,2025-12-05 23:50:09,2025-12-05 23:50:09
757,CN,150000,150500,150522,district,150500,内蒙古自治区,通辽市,科尔沁左翼后旗,,,,False,False,,,,,,0475,122.35677,42.935105,2025-12-05 23:50:09,2025-12-05 23:50:09
758,CN,150000,150500,150502,district,150500,内蒙古自治区,通辽市,科尔沁区,,,,False,False,,,,,,0475,122.25545,43.623133,2025-12-05 23:50:09,2025-12-05 23:50:09
759,CN,150000,150600,150625,district,150600,内蒙古自治区,鄂尔多斯市,杭锦旗,,,,False,False,,,,,,0477,108.736011,39.833243,2025-12-05 23:50:09,2025-12-05 23:50:09
760,CN,150000,150600,150621,district,150600,内蒙古自治区,鄂尔多斯市,达拉特旗,,,,False,False,,,,,,0477,110.034133,40.412766,2025-12-05 23:50:09,2025-12-05 23:50:09
761,CN,150000,150600,150624,district,150600,内蒙古自治区,鄂尔多斯市,鄂托克旗,,,,False,False,,,,,,0477,107.975948,39.089549,2025-12-05 23:50:09,2025-12-05 23:50:09
762,CN,150000,150600,150623,district,150600,内蒙古自治区,鄂尔多斯市,鄂托克前旗,,,,False,False,,,,,,0477,107.47733,38.182402,2025-12-05 23:50:09,2025-12-05 23:50:09
763,CN,150000,150600,150627,district,150600,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,,,,False,False,,,,,,0477,109.747435,39.565064,2025-12-05 23:50:09,2025-12-05 23:50:09
764,CN,150000,150600,150603,district,150600,内蒙古自治区,鄂尔多斯市,康巴什区,,,,False,False,,,,,,0477,109.858586,39.60793,2025-12-05 23:50:09,2025-12-05 23:50:09
765,CN,150000,150600,150602,district,150600,内蒙古自治区,鄂尔多斯市,东胜区,,,,False,False,,,,,,0477,109.963403,39.823066,2025-12-05 23:50:09,2025-12-05 23:50:09
766,CN,150000,150600,150622,district,150600,内蒙古自治区,鄂尔多斯市,准格尔旗,,,,False,False,,,,,,0477,111.27416,40.092513,2025-12-05 23:50:09,2025-12-05 23:50:09
767,CN,150000,150600,150626,district,150600,内蒙古自治区,鄂尔多斯市,乌审旗,,,,False,False,,,,,,0477,108.819485,38.60453,2025-12-05 23:50:09,2025-12-05 23:50:09
768,CN,150000,150700,150785,district,150700,内蒙古自治区,呼伦贝尔市,根河市,,,,False,False,,,,,,0470,121.520165,50.779758,2025-12-05 23:50:09,2025-12-05 23:50:09
