id,name,city_name,district_name
9382,新东方·尚街,大同市,平城区
9383,新悦生活广场,大同市,平城区
9384,星茂汇VOVO PARK,大同市,平城区
9385,春天精品商城,大同市,平城区
9386,晓东生活购物广场,大同市,平城区
9389,百盛购物中心,大同市,平城区
9390,美齐生活广场,大同市,平城区
9391,蓝天商城,大同市,平城区
9392,财富广场,大同市,平城区
9429,太原万象城,太原市,万柏林区
9430,太原吾悦广场,太原市,万柏林区
9460,天美新天地,太原市,小店区
9463,太原茂业天地购物中心1期,太原市,小店区
9501,HUAYU,太原市,杏花岭区
9502,万嘉广场,太原市,杏花岭区
9503,万达·儿童天地,太原市,杏花岭区
9504,万达广场,太原市,杏花岭区
9506,北方广场,太原市,杏花岭区
9509,商场,太原市,杏花岭区
9510,多彩城,太原市,杏花岭区
9511,天天家园购物中心,太原市,杏花岭区
9512,富力广场,太原市,杏花岭区
9513,小东门商场,太原市,杏花岭区
9515,德昇希望商业广场,太原市,杏花岭区
9519,桃北商贸购物广场,太原市,杏花岭区
9520,桃园秀水街购物广场(桃园二巷),太原市,杏花岭区
9521,红星豪庭商业广场,太原市,杏花岭区
9523,解放百货大楼,太原市,杏花岭区
9524,钢新商贸,太原市,杏花岭区
9525,阳光时尚广场,太原市,杏花岭区
9730,晋中天美杉杉奥特莱斯,晋中市,榆次区
9976,万达广场,运城市,盐湖区
9977,东乐社,运城市,盐湖区
9978,东星时代广场(解放路),运城市,盐湖区
9980,华联新世纪中心广场,运城市,盐湖区
9981,南风新天地,运城市,盐湖区
9982,南风时尚百货,运城市,盐湖区
9983,吾悦广场,运城市,盐湖区
9985,天兆·金三角,运城市,盐湖区
9986,天悦城,运城市,盐湖区
9987,天泰儿童商城,运城市,盐湖区
9988,天泰城,运城市,盐湖区
9989,恒隆国际购物中心(河东街),运城市,盐湖区
9991,星河新天地购物广场,运城市,盐湖区
9992,星河生活广场,运城市,盐湖区
9993,永旺集市,运城市,盐湖区
9994,福瑞特儿童广场,运城市,盐湖区
9995,解放商城(解放路),运城市,盐湖区
9996,运城义乌国际商贸城,运城市,盐湖区
9997,运城豪德光彩贸易广场,运城市,盐湖区
9998,运城购物中心,运城市,盐湖区
9999,黄河·世纪广场,运城市,盐湖区
10168,万润广场,东莞市,东城街道
10169,万科生活广场,东莞市,东城街道
10171,上悦汇影城,东莞市,东城街道
10172,东莞东城万达广场,东莞市,东城街道
10174,东莞厚街万达广场,东莞市,东城街道
10175,东莞松山湖万象汇,东莞市,东城街道
10176,东莞虎门万达广场,东莞市,东城街道
10177,东莞长安万达广场,东莞市,东城街道
10178,华南MALL,东莞市,东城街道
10179,君乐汇购物中心,东莞市,东城街道
10180,君尚,东莞市,东城街道
10181,天一城,东莞市,东城街道
10183,天虹购物中心,东莞市,东城街道
10184,星河城购物中心,东莞市,东城街道
10185,民盈·国贸城,东莞市,东城街道
10186,海德·汇一城三区,东莞市,东城街道
10187,滙星商业中心,东莞市,东城街道
10188,百花时代广场,东莞市,东城街道
10189,碧桂园·里悦里购物中心(Lily Garden),东莞市,东城街道
10190,莞城万科城市广场,东莞市,东城街道
10191,蜂汇广场,东莞市,东城街道
10192,金沙湾购物广场,东莞市,东城街道
10193,万民汇MO CITY,中山市,南朗街道
10194,中山利和广场,中山市,南朗街道
10195,中山华丰汇购物中心,中山市,南朗街道
10196,中山古镇利和广场,中山市,南朗街道
10197,中山天悦城,中山市,南朗街道
10198,假日广场,中山市,南朗街道
10199,兴中广场,中山市,南朗街道
10203,壹加壹,中山市,南朗街道
10205,大信·新都汇,中山市,南朗街道
10210,汇丰城,中山市,南朗街道
10211,泰丰购物中心,中山市,南朗街道
10213,海雅缤纷天地,中山市,南朗街道
10214,百汇时代广场,中山市,南朗街道
10216,顺昌广场,中山市,南朗街道
10217,领丰汇,中山市,南朗街道
10281,佛山三水万达广场,佛山市,三水区
10301,A32·万科里,佛山市,南海区
10302,中海寰宇天地,佛山市,南海区
10305,佛山保利水城时光汇,佛山市,南海区
10306,佛山南海万达广场,佛山市,南海区
10307,佛山桂城万达广场,佛山市,南海区
10308,佛罗伦萨小镇(广佛名品奥特莱斯),佛山市,南海区
10309,信基广场,佛山市,南海区
10310,南海·新都会购物中心,佛山市,南海区
10311,南海万科广场,佛山市,南海区
10312,南海印象汇,佛山市,南海区
10313,南海广场,佛山市,南海区
10314,和信广场,佛山市,南海区
10317,富弘广场,佛山市,南海区
10319,永旺梦乐城,佛山市,南海区
10320,里水永润广场,佛山市,南海区
