mall_code,name,city_name,district_name,existing_poi,status,candidate_poi_id,candidate_name,score,distance_m,need_review,action,lat,lng
MALL_65E48E52,万达广场(建设中),晋中市,榆次区,B0H0N5VZ6O,matched,B0H0N5VZ6O,万达广场(顺城街店)(建设中),50.0,0.0,True,kept_existing,37.684865,112.743843
MALL_F5F04F5B,东悦广场(装修中),晋中市,榆次区,B0JKXMNUTS,matched,B0JKXMNUTS,东悦广场(东晨美郡店)(装修中),50.0,0.0,True,kept_existing,37.690898,112.775534
MALL_8F7F93E1,元盛购物广场(装修中),朔州市,怀仁市,B0FFGPMD4J,matched,B0FFGPMD4J,元盛购物广场(怀仁店)(装修中),50.0,0.0,True,kept_existing,39.817935,113.117141
MALL_504282F8,商业城,朔州市,怀仁市,B0FFHLY3PQ,matched,B0FFHLY3PQ,商业城,0.0,0.0,True,kept_existing,39.819308,113.103327
MALL_C8F3668F,东兴商贸城小木匠全屋整装,运城市,芮城县,B0LAK7LNFJ,matched,B0LAK7LNFJ,东兴商贸城(唐人小区店)小木匠全屋整装,50.0,0.0,True,kept_existing,34.693312,110.702754
MALL_C706163B,购物中心,阳泉市,矿区,B0FFMHT4WH,matched,B0FFMHT4WH,购物中心,0.0,0.0,True,kept_existing,37.877806,113.511945
MALL_B661B932,吾悦广场(建设中),云浮市,云城区,B0H6DZ65RH,matched,B0H6DZ65RH,吾悦广场(云浮店)(建设中),50.0,0.0,True,kept_existing,22.922404,112.023185
MALL_603BB87A,商业城,佛山市,三水区,B0HU6410AG,matched,B0HU6410AG,商业城,0.0,0.0,True,kept_existing,23.427486,112.909288
MALL_7FC537FC,购物广场,广州市,从化区,B0HGJMINQA,matched,B0HGJMINQA,购物广场,0.0,0.0,True,kept_existing,23.512947,113.568427
MALL_5313BF29,购物中心,揭阳市,普宁市,B0IDLUAIC1,matched,B0IDLUAIC1,购物中心(美佳乐MALL店),0.0,0.0,True,kept_existing,23.296287,116.19285
MALL_E98F9EAE,万象城(暂停营业),梅州市,梅江区,B0FFLH2JN3,matched,B0FFLH2JN3,万象城(万象江山店)(暂停营业),50.0,0.0,True,kept_existing,24.276503,116.135307
MALL_400F8A96,购物中心,汕尾市,城区,B0IDXR24X3,matched,B0IDXR24X3,购物中心(铜鼎山旅游区店),0.0,0.0,True,kept_existing,22.824694,115.365928
MALL_08BFF51D,商业城,汕尾市,海丰县,B0FFF2ETKJ,matched,B0FFF2ETKJ,商业城(南门街店),0.0,0.0,True,kept_existing,22.966525,115.335681
MALL_F1EF2751,购物广场,汕尾市,陆丰市,B0JG3NT4H7,matched,B0JG3NT4H7,购物广场,0.0,0.0,True,kept_existing,22.882267,116.15952
MALL_DD13357B,购物广场,江门市,恩平市,B0FFK1YK7O,matched,B0FFK1YK7O,购物广场,0.0,0.0,True,kept_existing,22.186153,112.344753
MALL_B716BC52,东方百货,河源市,和平县,B02FA01OXE,matched,B02FA02AL2,东方百货,90.0,0.0,True,mismatch_review,24.445819,114.934277
MALL_C0857531,深圳万象城-2期,深圳市,罗湖区,B0FFJFNNDB,matched,B02F30AAQI,深圳万象城,73.25,140.4,True,mismatch_review,22.537994,114.110958
MALL_1E5C5F7D,商业广场,清远市,连州市,B02FB02MCY,matched,B02FB02MCY,商业广场,0.0,0.0,True,kept_existing,24.778794,112.380589
MALL_BC75B309,万达广场(建设中),潮州市,湘桥区,B0FFLHV9AQ,matched,B0FFLHV9AQ,万达广场(潮州湘桥店)(建设中),50.0,0.0,True,kept_existing,23.631148,116.645122
MALL_DC10F3E8,购物广场,潮州市,潮安区,B0I2XR4TQ2,matched,B0I2XR4TQ2,购物广场,0.0,0.0,True,kept_existing,23.521104,116.651962
MALL_36370833,南宁百货大楼B区,南宁市,西乡塘区,B0FFHQC9FY,matched,B0FFHQC9FY,南宁百货大楼(新世界店)B区,50.0,0.0,True,kept_existing,22.832393,108.291238
MALL_5D766CB1,商业广场,百色市,平果市,B0JRD77R30,matched,B0JRD77R30,商业广场,0.0,0.0,True,kept_existing,23.331152,107.60751
MALL_648628C5,商业广场,百色市,田阳区,B0HU45LXJX,matched,B0HU45LXJX,商业广场(东盟财富城店),0.0,0.0,True,kept_existing,23.679391,106.987282
MALL_BACCC96E,万达广场(装修中),贺州市,八步区,B0G33RYWSK,matched,B0G33RYWSK,万达广场(贺州店)(装修中),50.0,0.0,True,kept_existing,24.394349,111.564377
MALL_62784B83,万达广场(建设中),乌鲁木齐市,乌鲁木齐县,B0FFKY7Q2R,matched,B0FFKY7Q2R,万达广场(乌鲁木齐白鸟湖店)(建设中),50.0,0.0,True,kept_existing,43.830482,87.411076
MALL_B6B9351B,奥特莱斯,伊犁哈萨克自治州,霍尔果斯市,B0L3H7B00W,matched,B0L3H7B00W,奥特莱斯,0.0,0.0,True,kept_existing,44.227139,80.407142
MALL_FC2EFF36,新铁茂购物中心A座,常州市,天宁区,B0J3THFAW1,matched,B0J3THFAW1,新铁茂购物中心(天宁时代广场店)A座,50.0,0.0,True,kept_existing,31.784974,119.976253
MALL_42656CAA,奥特莱斯环球港攀岩(暂停营业),徐州市,贾汪区,B0FFHTPUS3,matched,B0FFHTPUS3,奥特莱斯环球港攀岩(徐州淮海环球港店)(暂停营业),50.0,0.0,True,kept_existing,34.268809,117.273717
MALL_985F80B2,金鹰国际购物中心-A座,徐州市,鼓楼区,B0G1XSGZUL,matched,B0G1XSGZUL,金鹰国际购物中心(徐州店)-A座,50.0,0.0,True,kept_existing,34.266773,117.186791
MALL_EE5A8643,购物中心,泰州市,姜堰区,B0HKL7VF3R,matched,B0HKL7VF3R,购物中心,0.0,0.0,True,kept_existing,32.637752,120.019369
MALL_FB013E04,吾悦广场(建设中),淮安市,涟水县,B0FFM1532R,matched,B0FFM1532R,吾悦广场(淮安涟水店)(建设中),50.0,0.0,True,kept_existing,33.777206,119.298964
MALL_A2455E41,奥特莱斯,盐城市,东台市,B0FFJO5Q84,matched,B0FFJO5Q84,奥特莱斯(圆融城市中心广场店),0.0,0.0,True,kept_existing,32.85103,120.324315
MALL_6BC63D9E,万达广场(建设中),盐城市,射阳县,B0KARHD87K,matched,B0KARHD87K,万达广场(盐城射阳店)(建设中),50.0,0.0,True,kept_existing,33.770076,120.243862
MALL_50E04A55,奥特莱斯,苏州市,姑苏区,B02000K8NA,matched,B02000K8NA,奥特莱斯(苏州神仙街店),0.0,0.0,True,kept_existing,31.313119,120.602737
MALL_8AC44B58,天虹购物中心A区,苏州市,相城区,B0LAHLHHG8,matched,B0LAHLHHG8,天虹购物中心(苏州相城店)A区,50.0,0.0,True,kept_existing,31.369928,120.638468
MALL_FD7E80BE,购物广场,镇江市,丹徒区,B0JD4SRVB7,matched,B0JD4SRVB7,购物广场,0.0,0.0,True,kept_existing,31.919359,119.363304
MALL_FF3D346D,万象城,镇江市,句容市,B01FF01YNH,matched,B01FF01YNH,万象城,0.0,0.0,True,kept_existing,31.944976,119.17222
MALL_ABA067B4,万达广场(建设中),九江市,瑞昌市,B0GUPZYN3A,matched,B0GUPZYN3A,万达广场(九江瑞昌店)(建设中),50.0,0.0,True,kept_existing,29.695265,115.701083
MALL_04B73D28,商业中心,吉安市,吉州区,B0IATUPA2C,matched,B0IATUPA2C,商业中心(恒大帝景三期店),0.0,0.0,True,kept_existing,27.09525,114.964285
MALL_316D35BF,太平洋财富广场(建设中),宜春市,樟树市,B0FFGA3E0J,matched,B0FFGA3E0J,太平洋财富广场(直营店)(建设中),50.0,0.0,True,kept_existing,28.03867,115.546736
MALL_5EE058BE,万达广场(暂停营业),抚州市,临川区,B0K23G0V6N,matched,B0K23G0V6N,万达广场(抚州高新店)(暂停营业),50.0,0.0,True,kept_existing,27.959168,116.381764
