change_type,mall_code,name,old_category,new_category,old_level,new_level,reason
category,MALL_4A82BB3B,金居商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_1E585EEB,金绿洲·星光大道购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_6CEE8D3E,金鹅商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_2E5D3BC5,露塘商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_FB3240BD,柳城商贸城1期,department_store,shopping_mall,,,keyword_shopping
category,MALL_E34A5409,桂泰商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_CF91DCF4,隆升商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_EBBDD1F4,鼎丰商业城广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_A7C9D7C6,亿丰商业广场销售中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_B1E7CA92,地王广场入口B,department_store,shopping_mall,,,keyword_shopping
category,MALL_969EDC26,大洋购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_BF78818F,家和商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_8155BBCE,振和财富广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_93D67712,温州商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_1416DE30,融安京都商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_C298111E,融安商贸城营销中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_DF027494,大洋购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_933BF3D1,寿星商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_010EF2AC,枫厦商场,department_store,shopping_mall,,,typecode_0601
category,MALL_00969F5D,百佳汇购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_D29AF514,RAMADA PLAZA,department_store,shopping_mall,,,typecode_0601
category,MALL_753964F3,东风商场,department_store,shopping_mall,,,typecode_0601
category,MALL_BA8EB1AF,丰华商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_0CD19195,江滨商贸城-综合大楼,department_store,shopping_mall,,,keyword_shopping
category,MALL_CF4E0971,润和时代广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_694E9ECF,环东商场,department_store,shopping_mall,,,typecode_0601
category,MALL_A9045B89,银泰城(鱼峰路),department_store,shopping_mall,,,keyword_shopping
category,MALL_58E0DC81,高博达广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_697797BF,鱼峰商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_131D01C7,百鑫商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_4A5D00C8,鹿寨富亿城广场地下人防商业城,department_store,shopping_mall,,,keyword_shopping
category,MALL_0D6B4482,兴隆大家庭,department_store,shopping_mall,,,typecode_0601
category,MALL_B35C57B6,六塘商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_FF25CEC9,凤凰荟购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_164B423C,友谊商场,department_store,shopping_mall,,,typecode_0601
category,MALL_94107A34,福旺城,department_store,shopping_mall,,,keyword_shopping
category,MALL_3147458D,万景·时代广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_B910AF22,中心广场商业城,department_store,shopping_mall,,,keyword_shopping
category,MALL_01AFD475,步步高广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_C5C9F0B5,兴安旅游商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_238712CF,弘盛繁荣购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_A29F453E,温州商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_F88987C2,金山城商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_94C47EB5,乐群百纺商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_260DB1C4,北大街购物中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_7ED3EE86,桂北亿圣批发城,department_store,shopping_mall,,,keyword_shopping
category,MALL_AB74BADA,东森广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_04118222,二塘大商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_4A0F3DF1,仁义商场,department_store,shopping_mall,,,typecode_0601
category,MALL_62224138,长城商厦,department_store,shopping_mall,,,keyword_shopping
category,MALL_165D2D3A,千禧杂货铺,department_store,shopping_mall,,,typecode_0601
category,MALL_D8CEBC81,汇丰世纪购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_7EEE5554,供销商场,department_store,shopping_mall,,,typecode_0601
category,MALL_D8F3089F,永福商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_81AD2748,永福商贸城6栋,department_store,shopping_mall,,,keyword_shopping
category,MALL_748C3BE5,福源商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_C2A3F006,三街商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_83F1B761,广泰商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_04EF1CB6,地下购物中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_85FC8F5D,富城商厦,department_store,shopping_mall,,,keyword_shopping
category,MALL_BCEAEED1,富城商厦A栋,department_store,shopping_mall,,,keyword_shopping
category,MALL_1D18F6FB,桂林微笑堂商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_8B455DD7,正阳广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_5EEBD2F5,正阳门商场,department_store,shopping_mall,,,typecode_0601
category,MALL_4A7B374C,王城商厦,department_store,shopping_mall,,,keyword_shopping
category,MALL_C34746B7,发到家大润发商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_6B775DBF,大发商场,department_store,shopping_mall,,,typecode_0601
category,MALL_6548A59A,大发商贸城-南区,department_store,shopping_mall,,,keyword_shopping
category,MALL_AA1E91E8,大发商贸城北区5栋,department_store,shopping_mall,,,keyword_shopping
category,MALL_06A0C09A,御景湾商业中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_40C87ED5,联雄商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_7A4F35E6,大摩世贸商城有限公司,department_store,shopping_mall,,,keyword_shopping
category,MALL_1C6CF5A4,德天商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_FA810B0D,福泰御林湾商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_738CC737,红街商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_A5528836,裕源楼商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_DDF972E6,兴坪商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_E9ABDAEA,华业商场,department_store,shopping_mall,,,typecode_0601
category,MALL_DA8068E9,华紫商场,department_store,shopping_mall,,,typecode_0601
category,MALL_AB212F8B,大广福购物广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_60E0C24F,家家乐商场,department_store,shopping_mall,,,typecode_0601
category,MALL_5E7E72E7,民族商场(临江街),department_store,shopping_mall,,,typecode_0601
category,MALL_75113149,同梦商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_CA078504,新中山商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_7634601B,新兴市场(潘塘路),department_store,shopping_mall,,,typecode_0601
category,MALL_623395EB,海通商场,department_store,shopping_mall,,,typecode_0601
category,MALL_9E043660,珠山地下商场,department_store,shopping_mall,,,typecode_0601
category,MALL_80B510F4,香港城,department_store,shopping_mall,,,keyword_shopping
category,MALL_B1F3A96D,龙颖商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_88ECECD5,南宁市盛世商业中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_3934A23F,商贸中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_6FE4CD22,商贸城(阳光嘉年华),department_store,shopping_mall,,,keyword_shopping
category,MALL_A1AC08D5,岑溪巿岑城镇商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_DCC5F0B3,归义镇商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_725FE97F,欧尼里,shopping_mall,lifestyle_center,,,keyword_lifestyle
category,MALL_8EDB2D24,穗丰商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_681BE783,新世纪商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_7472F633,新世纪阳光商业城,department_store,shopping_mall,,,keyword_shopping
category,MALL_2B8D1A37,蒙山县永安商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_420552EB,西市商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_610A705B,上好佳商场,department_store,shopping_mall,,,typecode_0601
category,MALL_5EF79A30,同裕富商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_D41C470F,地王商业中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_C415C5E9,壹方茂商业中心,department_store,shopping_mall,,,keyword_shopping
category,MALL_DF7C206C,安泰购物城,department_store,shopping_mall,,,keyword_shopping
category,MALL_EA2A06A8,怡海商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_593933FB,恒元商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_BDFCBD96,文化宫商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_CDECEEB4,新世纪商厦(登俊路),department_store,shopping_mall,,,typecode_0601
category,MALL_1E696F43,新庆供销社商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_FEE329C2,津北钜隆商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_0D5401A0,蒙城电器商场,department_store,shopping_mall,,,keyword_shopping
category,MALL_7357D931,裕平商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_A5F4AD1B,西厚商场,department_store,shopping_mall,,,typecode_0601
category,MALL_3FF57F08,龙盛商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_9607B04A,3号交易广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_24CDA4D1,大正广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_2FE0D3BA,山海观商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_E6C2C8DA,福兴时代广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_9FD727E2,金凤凰广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_D5CDDD8F,世纪商厦,department_store,shopping_mall,,,typecode_0601
category,MALL_A9D289AA,大坡商贸城装饰部,department_store,shopping_mall,,,keyword_shopping
category,MALL_633B1C1B,梧州龙湖国际商业城,department_store,shopping_mall,,,keyword_shopping
category,MALL_DA6BF2BF,聚龙广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_85534837,新疆好兄弟特色烧烤,department_store,shopping_mall,,,typecode_0601
category,MALL_DA1EB7A9,南丹县供销社中心商场,department_store,shopping_mall,,,keyword_shopping
category,MALL_B7E39070,幸福城商业广场,department_store,shopping_mall,,,keyword_shopping
category,MALL_7EA6B889,车河商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_D55C98B4,高峰商业城,department_store,shopping_mall,,,keyword_shopping
category,MALL_DB812340,大化万商国际商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_09E45110,永一商贸城,department_store,shopping_mall,,,keyword_shopping
category,MALL_83175CC6,瑶族商城,department_store,shopping_mall,,,keyword_shopping
category,MALL_8D3F217A,生活广场,community_mall,lifestyle_center,,,keyword_lifestyle
