mall_code,name,city_name,district_name,existing_poi,status,candidate_poi_id,candidate_name,score,distance_m,need_review,action
MALL_00A45051,开发区商贸城,德州市,德城区,B0FFH0SL1Z,matched,B0FFH0SL1Z,开发区商贸城,90.0,0.0,False,kept_existing
MALL_E7550EA8,德州国际商贸城,德州市,德城区,B02160PGO7,matched,B02160PGO7,德州国际商贸城,90.0,0.0,False,kept_existing
MALL_370C318F,德州德城万达广场,德州市,德城区,B0FFF0003W,matched,B0FFF0003W,德州德城万达广场,90.0,0.0,False,kept_existing
MALL_B4F1017D,德州百货大楼,德州市,德城区,B021602XZH,matched,B021602XZH,德州百货大楼,90.0,0.0,False,kept_existing
MALL_46708F2A,德百奥莱广场,德州市,德城区,B0FFKZEY70,matched,B0FFKZEY70,德百奥莱广场,90.0,0.0,False,kept_existing
MALL_BBE3DBEB,德百运河广场,德州市,德城区,B0FFL65ZM6,matched,B0FFL65ZM6,德百运河广场,90.0,0.0,False,kept_existing
MALL_3A1EF7FC,澳德乐时代广场B座,德州市,德城区,B0HU653B5B,matched,B0HU653B5B,澳德乐时代广场B座,90.0,0.0,False,kept_existing
MALL_BB44B344,花园口商场,德州市,德城区,B021600810,matched,B021600810,花园口商场,90.0,0.0,False,kept_existing
MALL_3FE9099A,银座商城,德州市,德城区,B021603MDG,matched,B021603MDG,银座商城(大学路店),75.0,0.0,False,kept_existing
MALL_C2AB891F,阳光国际新城商业楼,德州市,德城区,B0GD9ZLHQP,matched,B0GD9ZLHQP,阳光国际新城商业楼,90.0,0.0,False,kept_existing
MALL_21EABB7E,东方商城,德州市,武城县,B0HBO4IEP0,matched,B0HBO4IEP0,东方商城,90.0,0.0,False,kept_existing
MALL_88CB1740,天天购物中心,德州市,武城县,B0GDT6Y5FO,matched,B0GDT6Y5FO,天天购物中心,90.0,0.0,False,kept_existing
MALL_CC95EFF2,好运来购物中心,德州市,武城县,B0H1KX5K8C,matched,B0H1KX5K8C,好运来购物中心,90.0,0.0,False,kept_existing
MALL_D837A9FD,子文诚信购物中心,德州市,武城县,B0FFL4Q5W4,matched,B0FFL4Q5W4,子文诚信购物中心(蒋官屯2期店),75.0,0.0,False,kept_existing
MALL_BDE6B665,广运街道地下商城,德州市,武城县,B0FFIBSB2G,matched,B0FFIBSB2G,广运街道地下商城(金马商城步行街店),75.0,0.0,False,kept_existing
MALL_3CCC11F8,摩尔购物中心,德州市,武城县,B0G1PPJTLW,matched,B0G1PPJTLW,摩尔购物中心,90.0,0.0,False,kept_existing
MALL_3565CC15,昌隆商厦,德州市,武城县,B02160PAIW,matched,B02160PAIW,昌隆商厦,90.0,0.0,False,kept_existing
MALL_61850C6F,武城盐百购物广场,德州市,武城县,B0FFFSDAQM,matched,B0FFFSDAQM,武城盐百购物广场,90.0,0.0,False,kept_existing
MALL_347C0550,老田家购物中心,德州市,武城县,B0FFFS83C7,matched,B0FFFS83C7,老田家购物中心,90.0,0.0,False,kept_existing
MALL_CCE14DBA,裕华购物中心,德州市,武城县,B0FFFSB5SH,matched,B0FFFSB5SH,裕华购物中心,90.0,0.0,False,kept_existing
MALL_47BC29AB,鑫如意购物中心,德州市,武城县,B0FFM95ND3,matched,B0FFM95ND3,鑫如意购物中心,90.0,0.0,False,kept_existing
MALL_6B7B58CF,钰松购物中心,德州市,武城县,B0FFKLHQEI,matched,B0FFKLHQEI,钰松购物中心,90.0,0.0,False,kept_existing
MALL_0F1C66E8,鸿基大厦,德州市,武城县,B021601JYA,matched,B021601JYA,鸿基大厦,90.0,0.0,False,kept_existing
MALL_67E8E154,天地人商城,德州市,禹城市,B0FFFS9I8M,matched,B0FFFS9I8M,天地人商城,90.0,0.0,False,kept_existing
MALL_28838B16,新时代购物广场,德州市,禹城市,B0FFIAXQV7,matched,B0FFIAXQV7,新时代购物广场,90.0,0.0,False,kept_existing
MALL_EB1E12E2,禹城县供销社贸易公司商场,德州市,禹城市,B0FFKMR4L6,matched,B0FFKMR4L6,禹城县供销社贸易公司商场,90.0,0.0,False,kept_existing
MALL_A4890E45,禹城市商贸港优汇商城,德州市,禹城市,B0FFKNGI4H,matched,B0FFKNGI4H,禹城市商贸港优汇商城,90.0,0.0,False,kept_existing
MALL_ED067884,禹西商贸城,德州市,禹城市,B02160P9KO,matched,B02160P9KO,禹西商贸城,90.0,0.0,False,kept_existing
MALL_0D704F87,老东方商场,德州市,禹城市,B021601O7M,matched,B021601O7M,老东方商场,90.0,0.0,False,kept_existing
MALL_B0002C1C,贵缘商城,德州市,禹城市,B021601J4A,matched,B021601J4A,贵缘商城,90.0,0.0,False,kept_existing
MALL_1659514F,辛寨供销社维家购物中心,德州市,禹城市,B0FFJ56IP0,matched,B0FFJ56IP0,辛寨供销社维家购物中心,90.0,0.0,False,kept_existing
MALL_EB36067D,金汇购物中心,德州市,禹城市,B02160PBC9,matched,B02160PBC9,金汇购物中心,90.0,0.0,False,kept_existing
MALL_CD140B88,万客隆购物中心,德州市,陵城区,B0HKH7FNHY,matched,B0HKH7FNHY,万客隆购物中心,90.0,0.0,False,kept_existing
MALL_0DFEFA30,义优购物中心,德州市,陵城区,B0IASOQ3QS,matched,B0IASOQ3QS,义优购物中心,90.0,0.0,False,kept_existing
MALL_E3603562,任集购物中心,德州市,陵城区,B0FFMEN6W1,matched,B0FFMEN6W1,任集购物中心,90.0,0.0,False,kept_existing
MALL_29DCA882,众杰购物中心,德州市,陵城区,B0IAS1RV8F,matched,B0IAS1RV8F,众杰购物中心,90.0,0.0,False,kept_existing
MALL_D0F914EF,供销商厦,德州市,陵城区,B0HAKGHGD1,matched,B0HAKGHGD1,供销商厦(商业街店),75.0,0.0,False,kept_existing
MALL_6AFD6C33,信业商厦,德州市,陵城区,B0FFM5M1OC,matched,B0FFM5M1OC,信业商厦(陵城店),75.0,0.0,False,kept_existing
MALL_C5666351,家庭号购物中心,德州市,陵城区,B021602983,matched,B021602983,家庭号购物中心,90.0,0.0,False,kept_existing
MALL_967F65D8,思美达购物中心,德州市,陵城区,B0FFFS8YT5,matched,B0FFFS8YT5,思美达购物中心,90.0,0.0,False,kept_existing
MALL_5BCC575D,新东方商业广场,德州市,陵城区,B0FFG2GJ75,matched,B0FFG2GJ75,新东方商业广场,90.0,0.0,False,kept_existing
MALL_54999DB2,滋镇供销社百货大楼,德州市,陵城区,B0FFG0614X,matched,B0FFG0614X,滋镇供销社百货大楼,90.0,0.0,False,kept_existing
MALL_43E01D6E,皂户杨购物中心,德州市,陵城区,B0FFM5L4YA,matched,B0FFM5L4YA,皂户杨购物中心,90.0,0.0,False,kept_existing
MALL_80BF8EFE,糜镇百货大楼,德州市,陵城区,B0G221Y5OE,matched,B0G221Y5OE,糜镇百货大楼,90.0,0.0,False,kept_existing
MALL_A4890E79,蓝天购物中心,德州市,陵城区,B0FFM62XL0,matched,B0FFM62XL0,蓝天购物中心,90.0,0.0,False,kept_existing
MALL_B26D701E,逸锦生活购物中心,德州市,陵城区,B0GUO54IBW,matched,B0GUO54IBW,逸锦生活购物中心,90.0,0.0,False,kept_existing
MALL_592C4609,银座商城,德州市,陵城区,B0FFHYQ0PW,matched,B0FFHYQ0PW,银座商城(德州陵城店),75.0,0.0,False,kept_existing
MALL_DEC03FFA,万达广场,德州市,齐河县,B0LG7U1T12,matched,B0LG7U1T12,万达广场(阳光南路店),75.0,0.0,False,kept_existing
MALL_EC0CBC69,中恒商城,德州市,齐河县,B0FFG10X6Y,matched,B0FFG10X6Y,中恒商城,90.0,0.0,False,kept_existing
MALL_9B6AC711,嘉华购物广场,德州市,齐河县,B02160P9MN,matched,B02160P9MN,嘉华购物广场,90.0,0.0,False,kept_existing
MALL_D38A3463,德信生活广场,德州市,齐河县,B0JUPAOEC6,matched,B0JUPAOEC6,德信生活广场(永锋百合新城智信园店),75.0,0.0,False,kept_existing
MALL_12917A4A,新新百货,德州市,齐河县,B0FFG4R02D,matched,B0FFG4R02D,新新百货,90.0,0.0,False,kept_existing
MALL_C1516EBB,明珠花园商业中心B区,德州市,齐河县,B0FFKGBSZ0,matched,B0FFKGBSZ0,明珠花园商业中心B区,90.0,0.0,False,kept_existing
MALL_557BC4C9,殿合购物中心,德州市,齐河县,B0IASOSIR9,matched,B0IASOSIR9,殿合购物中心,90.0,0.0,False,kept_existing
MALL_58C4ADB8,益佳商厦,德州市,齐河县,B0FFGAT0JW,matched,B0FFGAT0JW,益佳商厦,90.0,0.0,False,kept_existing
MALL_24BE1DD7,蓝天购物中心,德州市,齐河县,B0FFG0UK82,matched,B0FFG0UK82,蓝天购物中心,90.0,0.0,False,kept_existing
MALL_60C04510,银座商城,德州市,齐河县,B0FFI6ZGKQ,matched,B0FFI6ZGKQ,银座商城(齐河店),75.0,0.0,False,kept_existing
MALL_CEEB64E6,阳光商场,德州市,齐河县,B0FFGZZO16,matched,B0FFGZZO16,阳光商场,90.0,0.0,False,kept_existing
MALL_82F136A7,齐河万达广场,德州市,齐河县,B0FFKKT2DK,matched,B0FFKKT2DK,齐河万达广场,90.0,0.0,False,kept_existing
MALL_6D5C0714,齐河德百广场,德州市,齐河县,B02160P8EC,matched,B02160P8EC,齐河德百广场,90.0,0.0,False,kept_existing
MALL_8B291987,万达广场,日照市,东港区,B0FFJAM4KR,matched,B0FFJAM4KR,万达广场(日照店),75.0,0.0,False,kept_existing
MALL_8DA52AE0,凌云大厦,日照市,东港区,B027903CCW,matched,B027903CCW,凌云大厦,90.0,0.0,False,kept_existing
MALL_33A774FF,利华商业广场,日照市,东港区,B02790PQ0P,matched,B02790PQ0P,利华商业广场,90.0,0.0,False,kept_existing
MALL_7573DC93,利群集团日照购物广场,日照市,东港区,B027902R1Z,matched,B027902R1Z,利群集团日照购物广场,90.0,0.0,False,kept_existing
MALL_FCC7A388,名创优品,日照市,东港区,B0FFHT6FDN,matched,B0FFHT6FDN,名创优品(日照万象汇店),75.0,0.0,False,kept_existing
MALL_B0045BC7,开泰购物广场,日照市,东港区,B027902V1Z,matched,B027902V1Z,开泰购物广场(正阳路店),75.0,0.0,False,kept_existing
MALL_3C7F9A24,新丰商贸城,日照市,东港区,B02790P2I6,matched,B02790P2I6,新丰商贸城,90.0,0.0,False,kept_existing
MALL_2EA25667,新玛特购物广场,日照市,东港区,B027902T1C,matched,B027902T1C,新玛特购物广场,90.0,0.0,False,kept_existing
MALL_39A072F3,日照万象汇,日照市,东港区,B0FFF351UA,matched,B0FFF351UA,日照万象汇,90.0,0.0,False,kept_existing
MALL_FFF8B19A,日照凌云两城购物中心,日照市,东港区,B02790PGSK,matched,B02790PGSK,日照凌云两城购物中心,90.0,0.0,False,kept_existing
MALL_4B138C8A,日照凌云涛雒购物中心,日照市,东港区,B02790OZ64,matched,B02790OZ64,日照凌云涛雒购物中心,90.0,0.0,False,kept_existing
MALL_24961212,日照利群大唐购物广场,日照市,东港区,B0HANNLKN3,matched,B0HANNLKN3,日照利群大唐购物广场,90.0,0.0,False,kept_existing
MALL_D5631205,日照星河iCO购物中心,日照市,东港区,B0IDFUTWJQ,matched,B0IDFUTWJQ,日照星河iCO购物中心,90.0,0.0,False,kept_existing
MALL_3A783195,日照百货大楼,日照市,东港区,B0G1DCG62B,matched,B0G1DCG62B,日照百货大楼,90.0,0.0,False,kept_existing
MALL_B4C23D70,日照苏宁广场,日照市,东港区,B0FFFPAE8P,matched,B0FFFPAE8P,日照苏宁广场,90.0,0.0,False,kept_existing
MALL_AAECB271,日照银座茂,日照市,东港区,B0I6C5J2AR,matched,B0I6C5J2AR,日照银座茂,90.0,0.0,False,kept_existing
MALL_1BD19979,海纳商城,日照市,东港区,B02790PW2R,matched,B02790PW2R,海纳商城,90.0,0.0,False,kept_existing
MALL_9796E3A2,瑞泰国际商城,日照市,东港区,B027902V20,matched,B027902V20,瑞泰国际商城,90.0,0.0,False,kept_existing
MALL_A1832B9D,芒果时代广场,日照市,东港区,B0GRJCOANH,matched,B0GRJCOANH,芒果时代广场,90.0,0.0,False,kept_existing
MALL_4D2AC908,银座购物广场,日照市,东港区,B02790PS24,matched,B02790PS24,银座购物广场(日照店),75.0,0.0,False,kept_existing
MALL_03DB2A96,银河商贸城,日照市,东港区,B02790P2E2,matched,B02790P2E2,银河商贸城(菏泽路店),75.0,0.0,False,kept_existing
MALL_1CF7B019,五莲县·商贸城,日照市,五莲县,B0FFKJAJ2D,matched,B0FFKJAJ2D,五莲县·商贸城,90.0,0.0,False,kept_existing
MALL_BDD44556,五莲县润林购物中心,日照市,五莲县,B02790P42U,matched,B02790P42U,五莲县润林购物中心,90.0,0.0,False,kept_existing
MALL_C716026C,五莲百货大楼,日照市,五莲县,B0FFKIU9R6,matched,B0FFKIU9R6,五莲百货大楼(百大城市广场店),75.0,0.0,False,kept_existing
MALL_057447EC,人民路商场,日照市,五莲县,B027902PYP,matched,B027902PYP,人民路商场,90.0,0.0,False,kept_existing
MALL_F5075E67,新玛特购物中心,日照市,五莲县,B02790P7DH,matched,B02790P7DH,新玛特购物中心(五莲店),75.0,0.0,False,kept_existing
MALL_001BC0F9,日客隆时尚广场,日照市,五莲县,B02790P3EP,matched,B02790P3EP,日客隆时尚广场,90.0,0.0,False,kept_existing
MALL_55E10136,汪湖镇百货大楼,日照市,五莲县,B0FFLAEE8D,matched,B0FFLAEE8D,汪湖镇百货大楼,90.0,0.0,False,kept_existing
MALL_353B7528,润石商贸城,日照市,五莲县,B0FFG0TTHC,matched,B0FFG0TTHC,润石商贸城,90.0,0.0,False,kept_existing
MALL_EC61E609,福都购物广场,日照市,五莲县,B0FFH084A4,matched,B0FFH084A4,福都购物广场,90.0,0.0,False,kept_existing
MALL_5BF65269,罗山商场,日照市,五莲县,B027902Q0N,matched,B027902Q0N,罗山商场(解放路店),75.0,0.0,False,kept_existing
MALL_67E30411,莲百商城,日照市,五莲县,B0FFH1AES4,matched,B0FFH1AES4,莲百商城,90.0,0.0,False,kept_existing
MALL_767F64DB,金沙路商场,日照市,五莲县,B02790P65M,matched,B02790P65M,金沙路商场,90.0,0.0,False,kept_existing
MALL_0119E167,供销商场,日照市,岚山区,B0FFKU47MB,matched,B0FFKU47MB,供销商场,90.0,0.0,False,kept_existing
MALL_36BC15E3,千汇购物广场,日照市,岚山区,B0FFFZDZ8S,matched,B0FFFZDZ8S,千汇购物广场(岚山店),75.0,0.0,False,kept_existing
MALL_16BCC242,岚山银座商城,日照市,岚山区,B0J0DUQSY0,matched,B0J0DUQSY0,岚山银座商城(日照岚山银座商城店),75.0,0.0,False,kept_existing
MALL_F880E522,新洲购物商城,日照市,岚山区,B0FFFZDZ6G,matched,B0FFFZDZ6G,新洲购物商城,90.0,0.0,False,kept_existing
MALL_476010A1,新玛特购物中心(明珠路),日照市,岚山区,B02790P2EL,matched,B02790P2EL,新玛特购物中心(明珠路),90.0,0.0,False,kept_existing
MALL_E9FE362D,日照世纪港联购物广场,日照市,岚山区,B0IUPCK26K,matched,B0IUPCK26K,日照世纪港联购物广场,90.0,0.0,False,kept_existing
MALL_863114C5,日照凌云汾水购物中心,日照市,岚山区,B02790PULC,matched,B02790PULC,日照凌云汾水购物中心,90.0,0.0,False,kept_existing
MALL_D08DFB0A,时代广场,日照市,岚山区,B0JDYXURPL,matched,B0JDYXURPL,时代广场,90.0,0.0,False,kept_existing
MALL_2A21E604,赛赛购物中心,日照市,岚山区,B0GU71NF1P,matched,B0GU71NF1P,赛赛购物中心,90.0,0.0,False,kept_existing
MALL_CFC4CAF7,金安商城,日照市,岚山区,B0FFKPPK05,matched,B0FFKPPK05,金安商城,90.0,0.0,False,kept_existing
MALL_872CDDEB,银座商城,日照市,岚山区,B02790P489,matched,B02790P489,银座商城(岚山店),75.0,0.0,False,kept_existing
MALL_F86F5C45,万杰购物广场,日照市,莒县,B02790P3Y5,matched,B02790P3Y5,万杰购物广场,90.0,0.0,False,kept_existing
MALL_A17EE767,东方商城,日照市,莒县,B0L21DSWUF,matched,B0L21DSWUF,东方商城,90.0,0.0,False,kept_existing
MALL_CD3A269D,新世纪蓝湾购物中心,日照市,莒县,B02790PO2E,matched,B02790PO2E,新世纪蓝湾购物中心,90.0,0.0,False,kept_existing
MALL_559AE326,新世纪购物广场(城阳北路),日照市,莒县,B027902P4A,matched,B027902P4A,新世纪购物广场(城阳北路),90.0,0.0,False,kept_existing
MALL_199275D9,日百万德福,日照市,莒县,B0FFFVHHXH,matched,B0FFFVHHXH,日百万德福(莒县店),75.0,0.0,False,kept_existing
MALL_AC52B920,正合购物广场,日照市,莒县,B027902UK5,matched,B027902UK5,正合购物广场,90.0,0.0,False,kept_existing
MALL_FF1B64D5,正基时代广场,日照市,莒县,B0FFHEKP7I,matched,B0FFHEKP7I,正基时代广场,90.0,0.0,False,kept_existing
MALL_36116AC5,美汇购物广场,日照市,莒县,B0GR4RHI8Y,matched,B0GR4RHI8Y,美汇购物广场,90.0,0.0,False,kept_existing
MALL_F24335AD,老兵利民购物中心,日照市,莒县,B0HBX9RKUD,matched,B0HBX9RKUD,老兵利民购物中心,90.0,0.0,False,kept_existing
MALL_F98918E8,涧头商贸城,枣庄市,台儿庄区,B0J39RDQZ0,matched,B0J39RDQZ0,涧头商贸城,90.0,0.0,False,kept_existing
MALL_72114EBD,贵诚购物中心,枣庄市,台儿庄区,B0FFFEAIQ6,matched,B0FFFEAIQ6,贵诚购物中心,90.0,0.0,False,kept_existing
MALL_3309F6DF,银座购物广场,枣庄市,台儿庄区,B02780QM9V,matched,B02780QM9V,银座购物广场(台儿庄店),75.0,0.0,False,kept_existing
MALL_5F57BD1B,发发发购物中心,枣庄市,山亭区,B0IUCAO6X4,matched,B0IUCAO6X4,发发发购物中心(岩底店),75.0,0.0,False,kept_existing
MALL_BACD552E,喜加乐,枣庄市,山亭区,B02780QU6B,matched,B02780QU6B,喜加乐,90.0,0.0,False,kept_existing
MALL_537C136B,山亭百货大楼,枣庄市,山亭区,B0FFFZKBRD,matched,B0FFFZKBRD,山亭百货大楼,90.0,0.0,False,kept_existing
MALL_03AFEAEE,山兴商场,枣庄市,山亭区,B0278012AD,matched,B0278012AD,山兴商场,90.0,0.0,False,kept_existing
MALL_3B8ABD4D,店子供销社购物中心,枣庄市,山亭区,B0FFFZKHIA,matched,B0FFFZKHIA,店子供销社购物中心,90.0,0.0,False,kept_existing
MALL_3A64C529,贵诚购物中心(汉诺中路),枣庄市,山亭区,B0FFF05GXN,matched,B0FFF05GXN,贵诚购物中心(汉诺中路),90.0,0.0,False,kept_existing
MALL_73C8AB19,华东商贸城,枣庄市,峄城区,B0FFKUQR2H,matched,B0FFKUQR2H,华东商贸城,90.0,0.0,False,kept_existing
MALL_BF2DF63E,底阁商贸城,枣庄市,峄城区,B0KGJCYRE4,matched,B0KGJCYRE4,底阁商贸城,90.0,0.0,False,kept_existing
MALL_B7831940,贵诚购物中心,枣庄市,峄城区,B027804QM1,matched,B027804QM1,贵诚购物中心(峄城店),75.0,0.0,False,kept_existing
MALL_6178E709,赫赫购物中心,枣庄市,峄城区,B0FFHB3WUN,matched,B0FFHB3WUN,赫赫购物中心,90.0,0.0,False,kept_existing
MALL_9C9B2B39,银座购物广场,枣庄市,峄城区,B02780QK0T,matched,B02780QK0T,银座购物广场,90.0,0.0,False,kept_existing
MALL_B0EC14F6,万达广场(建设中),枣庄市,市中区,B0JK675GIX,matched,B0JK675GIX,万达广场(衡山路店)(建设中),50.0,0.0,True,kept_existing
MALL_C98A170C,吾悦广场,枣庄市,市中区,B0FFI7PEFC,matched,B0FFI7PEFC,吾悦广场(枣庄店),75.0,0.0,False,kept_existing
MALL_4EB13527,天一商场,枣庄市,市中区,B02780QJY8,matched,B02780QJY8,天一商场(文化中路店),75.0,0.0,False,kept_existing
MALL_AD4FB662,市中商城,枣庄市,市中区,B0GRB7FDCN,matched,B0GRB7FDCN,市中商城,90.0,0.0,False,kept_existing
MALL_579CE9EA,新派·时代中心,枣庄市,市中区,B0LRV7KTW2,matched,B0LRV7KTW2,新派·时代中心,90.0,0.0,False,kept_existing
MALL_A0CCAD25,枣庄贵诚购物中心(机电大厦东),枣庄市,市中区,B02780QKNN,matched,B02780QKNN,枣庄贵诚购物中心(机电大厦东),90.0,0.0,False,kept_existing
MALL_19FB90EE,美玲商场裤子超市,枣庄市,市中区,B02780QL5G,matched,B02780QL5G,美玲商场裤子超市,90.0,0.0,False,kept_existing
MALL_83E2F614,贝可广场,枣庄市,市中区,B0FFKCOVQV,matched,B0FFKCOVQV,贝可广场,90.0,0.0,False,kept_existing
MALL_E5A958D4,贵城集团,枣庄市,市中区,B0L2B5KDCG,matched,B0L2B5KDCG,贵城集团,90.0,0.0,False,kept_existing
MALL_91ED821B,银座购物广场,枣庄市,市中区,B02780QNYF,matched,B02780QNYF,银座购物广场(华山店),75.0,0.0,False,kept_existing
MALL_82A7AEEF,银都百货商场,枣庄市,市中区,B02780R9IC,matched,B02780R9IC,银都百货商场,90.0,0.0,False,kept_existing
MALL_D5024501,RenHe人和广场,枣庄市,滕州市,B0G25CUR56,matched,B0G25CUR56,RenHe人和广场(滕投·人和广场店),75.0,0.0,False,kept_existing
MALL_62F39EF6,万客隆购物中心,枣庄市,滕州市,B02780QSUZ,matched,B02780QSUZ,万客隆购物中心(益康店),75.0,0.0,False,kept_existing
MALL_6C787DDF,万达广场,枣庄市,滕州市,B0FFIVETYZ,matched,B0FFIVETYZ,万达广场(滕州店),75.0,0.0,False,kept_existing
MALL_9B109972,兴铭百盛购物中心,枣庄市,滕州市,B0FFFEAN43,matched,B0FFFEAN43,兴铭百盛购物中心,90.0,0.0,False,kept_existing
MALL_84EDD973,华汇购物广场,枣庄市,滕州市,B02780QKKD,matched,B02780QKKD,华汇购物广场,90.0,0.0,False,kept_existing
MALL_0B4FFFF5,华联通信城,枣庄市,滕州市,B0FFKDGMC5,matched,B0IR3HK2KX,华联通信城,89.61,31.4,True,mismatch_review
MALL_8FA65E60,吾悦广场,枣庄市,滕州市,B0I2PMBDUS,matched,B0I2PMBDUS,吾悦广场(滕州店),75.0,0.0,False,kept_existing
MALL_89EDA558,张汪商贸城,枣庄市,滕州市,B0FFGXQ568,matched,B0FFGXQ568,张汪商贸城,90.0,0.0,False,kept_existing
MALL_834861D1,新时代广场,枣庄市,滕州市,B0J05UWCE8,matched,B0J05UWCE8,新时代广场,90.0,0.0,False,kept_existing
MALL_85590721,来自购生活广场,枣庄市,滕州市,B027804MQ8,matched,B027804MQ8,来自购生活广场(学院店),75.0,0.0,False,kept_existing
MALL_33B546EE,滕州市羊庄购物中心,枣庄市,滕州市,B0FFFCOAHF,matched,B0FFFCOAHF,滕州市羊庄购物中心,90.0,0.0,False,kept_existing
MALL_9740A51C,滕州美铭广场,枣庄市,滕州市,B02780R4KC,matched,B02780R4KC,滕州美铭广场,90.0,0.0,False,kept_existing
MALL_CFA8ADD2,滕投·人和广场,枣庄市,滕州市,B0FFKP1ATX,matched,B0FFKP1ATX,滕投·人和广场,90.0,0.0,False,kept_existing
MALL_A0930CA0,真爱广场-精品商厦,枣庄市,滕州市,B0H3A7BXPY,matched,B0H3A7BXPY,真爱广场-精品商厦,90.0,0.0,False,kept_existing
MALL_5C8350CC,腾龙商贸城,枣庄市,滕州市,B027804TUJ,matched,B027804TUJ,腾龙商贸城,90.0,0.0,False,kept_existing
MALL_1C6D6A7A,贵诚购物中心,枣庄市,滕州市,B0FFG70VW4,matched,B0FFG70VW4,贵诚购物中心(滕州店),75.0,0.0,False,kept_existing
MALL_9BC2A1F0,金三角商城,枣庄市,滕州市,B02780140E,matched,B02780140E,金三角商城,90.0,0.0,False,kept_existing
MALL_DD560EC0,银座,枣庄市,滕州市,B027804RDL,matched,B027804RDL,银座(京泰店),75.0,0.0,False,kept_existing
MALL_9B028A7E,银座商城(滕州店西馆),枣庄市,滕州市,B02780QJL8,matched,B02780QJL8,银座商城(滕州店西馆),90.0,0.0,False,kept_existing
MALL_1229F006,鲁班里商业广场,枣庄市,滕州市,B0FFIW0OLC,matched,B0FFIW0OLC,鲁班里商业广场,90.0,0.0,False,kept_existing
MALL_47478B76,万洲·第一街,枣庄市,薛城区,B0FFG6I6G9,matched,B0FFG6I6G9,万洲·第一街,90.0,0.0,False,kept_existing
MALL_3E51A0F9,万洲浙商城东区,枣庄市,薛城区,B0FFL8DJQW,matched,B0FFL8DJQW,万洲浙商城东区,90.0,0.0,False,kept_existing
MALL_4A09EFEE,万达广场,枣庄市,薛城区,B0FFGB1LG9,matched,B0FFGB1LG9,万达广场(枣庄店),75.0,0.0,False,kept_existing
MALL_7956B8D5,元丰国际广场,枣庄市,薛城区,B0FFF01JRF,matched,B0FFF01JRF,元丰国际广场,90.0,0.0,False,kept_existing
MALL_464D346C,商博瑞购物中心,枣庄市,薛城区,B0GUACBAEY,matched,B0GUACBAEY,商博瑞购物中心,90.0,0.0,False,kept_existing
MALL_1E49C345,嘉豪广场综合商圈,枣庄市,薛城区,B0ID7CJ4HG,matched,B0ID7CJ4HG,嘉豪广场综合商圈(嘉豪时代广场店),75.0,0.0,False,kept_existing
MALL_CE3F5F54,嘉豪时代广场,枣庄市,薛城区,B0FFF3940G,matched,B0FFF3940G,嘉豪时代广场,90.0,0.0,False,kept_existing
MALL_ED3621C6,山东富海惠客来购物中心,枣庄市,薛城区,B0I64HXTGB,matched,B0I64HXTGB,山东富海惠客来购物中心,90.0,0.0,False,kept_existing
MALL_85C119F0,德凯隆购物广场,枣庄市,薛城区,B0JUNUG2U2,matched,B0JUNUG2U2,德凯隆购物广场,90.0,0.0,False,kept_existing
MALL_BAAA8D10,珍爱购物广场,枣庄市,薛城区,B0FFM7KDWJ,matched,B0FFM7KDWJ,珍爱购物广场,90.0,0.0,False,kept_existing
MALL_CA43B7FA,皇冠购物广场,枣庄市,薛城区,B02780QMT6,matched,B02780QMT6,皇冠购物广场,90.0,0.0,False,kept_existing
MALL_D0F9C741,贵诚之信广场(建设中),枣庄市,薛城区,B0FFHEZQ0O,matched,B0FFHEZQ0O,贵诚之信广场(建设中),90.0,0.0,False,kept_existing
MALL_033AFBA8,贵诚购物中心,枣庄市,薛城区,B027803B97,matched,B027803B97,贵诚购物中心(永兴路店),75.0,0.0,False,kept_existing
MALL_675093AB,银座,枣庄市,薛城区,B0FFI23WIR,matched,B0FFI23WIR,银座(薛城店),75.0,0.0,False,kept_existing
MALL_21D59F77,鸿基国际广场,枣庄市,薛城区,B0FFF0DL5S,matched,B0FFF0DL5S,鸿基国际广场,90.0,0.0,False,kept_existing
MALL_E214E120,东方商场,泰安市,东平县,B0FFFELRY9,matched,B0FFFELRY9,东方商场,90.0,0.0,False,kept_existing
MALL_1F828389,东顺新时代广场,泰安市,东平县,B0FFI197VU,matched,B0FFI197VU,东顺新时代广场,90.0,0.0,False,kept_existing
MALL_8BAB8161,久久商楼,泰安市,东平县,B0GK6RSRKW,matched,B0GK6RSRKW,久久商楼,90.0,0.0,False,kept_existing
MALL_BD413EC7,乐美佳购物广场,泰安市,东平县,B0FFG09A0U,matched,B0FFG09A0U,乐美佳购物广场,90.0,0.0,False,kept_existing
MALL_163F3714,九鑫商贸城,泰安市,东平县,B0FFH96F7O,matched,B0FFH96F7O,九鑫商贸城,90.0,0.0,False,kept_existing
MALL_ABCB41EA,京澳商城,泰安市,东平县,B0FFFZO3E2,matched,B0FFFZO3E2,京澳商城,90.0,0.0,False,kept_existing
MALL_8F2A1FC8,儒原城市广场超市,泰安市,东平县,B0IG1UEQTQ,matched,B0IG1UEQTQ,儒原城市广场超市(儒原生活广场店),75.0,0.0,False,kept_existing
MALL_75DFAAC7,儒原实业百货大楼,泰安市,东平县,B0JB14708Q,matched,B0JB14708Q,儒原实业百货大楼(秀水佳苑店),75.0,0.0,False,kept_existing
