old_id,old_mall_code,old_name,master_id,master_mall_code,master_name,merge_reason
20953,MALL_C3AD1300,喜盈门购物广场,20952,MALL_3730BCB8,喜盈门,same_name_norm_same_district
13074,MALL_36D0B636,嘉乐百货,13073,MALL_5A1724E8,嘉乐广场,same_name_norm_same_district
7379,MALL_0DA9A4E6,嘉禾购物中心,7378,MALL_01A797E8,嘉禾购物中心,same_name_norm_same_district
7318,MALL_8C0C5036,四合商城,7317,MALL_C4261EC5,四合商城,same_name_norm_same_district
7319,MALL_DBB7CA3F,四合商城,7317,MALL_C4261EC5,四合商城,same_name_norm_same_district
6830,MALL_D6F434AC,国华商城,6829,MALL_224581A7,国华商城,same_name_norm_same_district
2290,MALL_EDF2024B,国泰百货,2289,MALL_29E81F0E,国泰百货,same_name_norm_same_district
5788,MALL_2798F5B9,国茂时代广场,5787,MALL_AC4FB625,国茂时代广场,same_name_norm_same_district
3439,MALL_AEA05AF3,地下商场,3438,MALL_73032A15,地下商场,same_name_norm_same_district
27798,MALL_395936A7,地下商场,27797,MALL_EC8B2A47,地下商场,same_name_norm_same_district
4027,MALL_347B0202,城西优品道广场,4026,MALL_797669A9,城西优品道广场,same_name_norm_same_district
13627,MALL_369D5229,塔河商贸城,13626,MALL_9D9A53B2,塔河商贸城,same_name_norm_same_district
26172,MALL_C057663A,夏商百货,26171,MALL_80CE3CA7,夏商百货,same_name_norm_same_district
26233,MALL_E834CD57,夏商百货,26232,MALL_F3B8F1BE,夏商百货,same_name_norm_same_district
16831,MALL_09A971D0,大世界广场,16830,MALL_8A6B836A,大世界,same_name_norm_same_district
26703,MALL_F28F4A11,大世界购物中心,26702,MALL_2C3927F0,大世界购物中心,same_name_norm_same_district
26705,MALL_5C8368C7,大世界购物中心,26702,MALL_2C3927F0,大世界购物中心,same_name_norm_same_district
16100,MALL_93B614F2,大世界百货,16099,MALL_6C3C08E9,大世界百货,same_name_norm_same_district
19827,MALL_10E8E00A,大众商贸城,19826,MALL_BBC8161E,大众商贸城,same_name_norm_same_district
10206,MALL_DF7F5923,大信·新都汇,10205,MALL_852B845C,大信·新都汇,same_name_norm_same_district
10207,MALL_CFDB63E2,大信新都汇,10205,MALL_852B845C,大信·新都汇,same_name_norm_same_district
5815,MALL_0DB007BC,大商购物广场,5814,MALL_652B7B37,大商购物广场,same_name_norm_same_district
28174,MALL_86660ED0,大商新玛特,28173,MALL_EA97B363,大商新玛特,same_name_norm_same_district
31566,MALL_98D09936,大商新玛特,31565,MALL_4AC55FC8,大商·新玛特,same_name_norm_same_district
22213,MALL_804A1EBD,大通购物中心,22210,MALL_0266B5A8,大通商城,same_name_norm_same_district
29278,MALL_AA72D106,大都会商业广场,29277,MALL_03607BBC,大都会商业广场,same_name_norm_same_district
22741,MALL_4A755F25,天茂百货,22740,MALL_1416E5B4,天茂商城,same_name_norm_same_district
16211,MALL_FEC1CECF,天虹购物中心,16210,MALL_6B21E6C6,天虹购物中心,same_name_norm_same_district
16148,MALL_07294722,天虹购物中心,16147,MALL_5560CF46,天虹购物中心,same_name_norm_same_district
16242,MALL_0C36888C,天虹购物中心,16241,MALL_18750C3E,天虹购物中心,same_name_norm_same_district
11384,MALL_81C1C46E,天虹商场,11383,MALL_44695454,天虹商场,same_name_norm_same_district
11499,MALL_FC3B0E4F,天虹商场,11498,MALL_C92D784B,天虹商场,same_name_norm_same_district
11500,MALL_A5DB9AE6,天虹商场,11498,MALL_C92D784B,天虹商场,same_name_norm_same_district
11501,MALL_AAE81E6B,天虹商场,11498,MALL_C92D784B,天虹商场,same_name_norm_same_district
11502,MALL_AD3003F1,天虹商场,11498,MALL_C92D784B,天虹商场,same_name_norm_same_district
11475,MALL_403528F9,天虹商场,11474,MALL_45B8D839,天虹商场,same_name_norm_same_district
11357,MALL_BCEE1EC4,天虹商场,11356,MALL_5F762F3E,天虹商场,same_name_norm_same_district
5603,MALL_7A68ECC5,太慈广场,5602,MALL_A09FABF8,太慈商城,same_name_norm_same_district
14127,MALL_F8990FBA,好又多生活购物中心,14126,MALL_90EB9E69,好又多生活购物中心,same_name_norm_same_district
26137,MALL_E1EF4893,好润家购物中心,26136,MALL_92450D68,好润家购物中心,same_name_norm_same_district
7098,MALL_12B8257E,好运来购物中心,7097,MALL_CC95EFF2,好运来购物中心,same_name_norm_same_district
24332,MALL_1B46B33F,安乡国际商贸城,24331,MALL_8F2A5DBB,安乡国际商贸城,same_name_norm_same_district
28245,MALL_38000054,安盛购物广场,28244,MALL_D58AFE48,安盛购物广场,same_name_norm_same_district
20027,MALL_142976E6,宏力广场,20026,MALL_4F8318FD,宏力广场,same_name_norm_same_district
11359,MALL_C78F3650,宏富百货,11358,MALL_93EEAF22,宏富商城,same_name_norm_same_district
7505,MALL_4376562B,宏盛购物广场,7503,MALL_2CE9019E,宏盛,same_name_norm_same_district
7506,MALL_05B98DA9,宏盛购物广场,7503,MALL_2CE9019E,宏盛,same_name_norm_same_district
3627,MALL_DE0A03BD,宏达商城,3626,MALL_E58A5513,宏达商业广场,same_name_norm_same_district
25778,MALL_B6B2513E,宏阳联都购物中心,25777,MALL_7B0F935D,宏阳联都购物中心,same_name_norm_same_district
6747,MALL_4CCAF6C3,宝庆购物广场,6746,MALL_ABF60438,宝庆商城,same_name_norm_same_district
8892,MALL_0C5AC351,家和购物广场,8891,MALL_E2FC1B1F,家和购物广场,same_name_norm_same_district
19806,MALL_A8F8D00F,家园购物中心,19805,MALL_B4A9B248,家园购物中心,same_name_norm_same_district
27407,MALL_452060A9,家家乐购物中心,27406,MALL_9B613D63,家家乐购物中心,same_name_norm_same_district
27747,MALL_744B420B,家家乐购物中心,27746,MALL_CABE5C0A,家家乐购物中心,same_name_norm_same_district
22860,MALL_437D2295,富迪商业广场,22859,MALL_C5191644,富迪商业广场,same_name_norm_same_district
22861,MALL_19251E16,富迪商业广场,22859,MALL_C5191644,富迪商业广场,same_name_norm_same_district
12804,MALL_9616B016,富鸿城购物广场,12803,MALL_352B04F2,富鸿城购物广场,same_name_norm_same_district
7725,MALL_FD2CA3A1,尚城购物中心,7724,MALL_BC98C2B9,尚城购物中心,same_name_norm_same_district
7726,MALL_B4869CB7,尚城购物中心,7724,MALL_BC98C2B9,尚城购物中心,same_name_norm_same_district
20745,MALL_CB374501,尚城时代广场,20744,MALL_E982FF7C,尚城时代广场,same_name_norm_same_district
4996,MALL_166253BD,尚都国际商业中心,4995,MALL_B5C0DC52,尚都国际商业中心,same_name_norm_same_district
27849,MALL_AC6E7132,山猴商城,27848,MALL_B8C9EE1F,山猴商城,same_name_norm_same_district
7061,MALL_06A9C575,崔口信誉商厦,7060,MALL_203304DA,崔口信誉商厦,same_name_norm_same_district
18868,MALL_CF0B750A,巧信购物中心,18867,MALL_63E05B70,巧信购物中心,same_name_norm_same_district
14237,MALL_CA2ACE45,常州购物中心,14235,MALL_2F3D96B6,常州万象城,same_name_norm_same_district
12362,MALL_6472C3F9,广东商贸城,12361,MALL_977F6716,广东商贸城,same_name_norm_same_district
23023,MALL_4510F254,广客隆购物中心,23022,MALL_4746C201,广客隆购物中心,same_name_norm_same_district
20485,MALL_CC81255A,广电商城,20484,MALL_274A5129,广电商城,same_name_norm_same_district
5398,MALL_40E0E0D9,庐江百货大楼,5397,MALL_F2B71BEC,庐江百货大楼,same_name_norm_same_district
5399,MALL_FA809CDA,庐江百货大楼,5397,MALL_F2B71BEC,庐江百货大楼,same_name_norm_same_district
15976,MALL_33B755A4,庐阳国际商业中心,15975,MALL_35930568,庐阳国际,same_name_norm_same_district
7243,MALL_8B3E89EE,底阁商贸城,7242,MALL_BF2DF63E,底阁商贸城,same_name_norm_same_district
8758,MALL_BEA1939C,府前温州商城,8757,MALL_14A0990F,府前温州商城,same_name_norm_same_district
27597,MALL_FD3D00AF,廖氏商贸广场,27596,MALL_A0626D3F,廖氏商贸广场,same_name_norm_same_district
28796,MALL_948CFE74,弘发购物中心,28795,MALL_CB62BD44,弘发购物中心,same_name_norm_same_district
29645,MALL_1E0C80DE,彬州商城,29644,MALL_FF4CF0E8,彬州商业广场,same_name_norm_same_district
25791,MALL_A0F3E9E8,德美购物中心,25790,MALL_D88C60FC,德美广场,same_name_norm_same_district
8453,MALL_64EBC5D4,德胜商城,8452,MALL_367BFB13,德胜商城,same_name_norm_same_district
30242,MALL_91D2EA99,心连心购物中心,30241,MALL_02F8B8A5,心连心购物中心,same_name_norm_same_district
30243,MALL_5CE9EF92,心连心购物中心,30241,MALL_02F8B8A5,心连心购物中心,same_name_norm_same_district
31705,MALL_A48A306C,恒大商业广场,31704,MALL_04004775,恒大商业广场,same_name_norm_same_district
7749,MALL_ECF221E6,恒源时尚广场,7748,MALL_FDA199A5,恒源时尚广场,same_name_norm_same_district
7750,MALL_F299EE6E,恒源时尚广场,7748,MALL_FDA199A5,恒源时尚广场,same_name_norm_same_district
28292,MALL_22410E2E,抚顺百货大楼,28291,MALL_F15D5F3B,抚顺百货大楼,same_name_norm_same_district
8480,MALL_34C91F37,振华购物中心,8479,MALL_FB84F3AC,振华广场,same_name_norm_same_district
14003,MALL_849748CA,文峰城市广场,14002,MALL_E07E4459,文峰城市广场,same_name_norm_same_district
9444,MALL_89B86A0F,新世纪购物中心,9443,MALL_7BFF877C,新世纪广场,same_name_norm_same_district
1758,MALL_6B515C25,新世纪商城,1757,MALL_259EE709,新世纪商城,same_name_norm_same_district
19786,MALL_1E6B9A0D,新世纪购物中心,19785,MALL_49E83BBF,新世纪购物中心,same_name_norm_same_district
23937,MALL_39572E98,新世纪购物中心,23936,MALL_2D316F66,新世纪购物中心,same_name_norm_same_district
23940,MALL_BB912D19,新世纪购物广场,23936,MALL_2D316F66,新世纪购物中心,same_name_norm_same_district
3368,MALL_EE888B0A,新世纪百货,3367,MALL_503E0E8A,新世纪商城,same_name_norm_same_district
8656,MALL_97FE4435,新世纪超市,8655,MALL_3EAD9861,新世纪超市,same_name_norm_same_district
19788,MALL_8B19AC51,新世纪超市,19787,MALL_9388555D,新世纪超市,same_name_norm_same_district
24305,MALL_0ADBCF79,新佳亿购物中心,24304,MALL_C8BDBB92,新佳亿购物中心,same_name_norm_same_district
29574,MALL_105D75ED,新兴商场,29572,MALL_CAF0813A,新兴商场,same_name_norm_same_district
29575,MALL_958A19AA,新兴商场,29572,MALL_CAF0813A,新兴商场,same_name_norm_same_district
12001,MALL_FA1645EE,新加壹购物广场,12000,MALL_76D1921C,新加壹购物广场,same_name_norm_same_district
26543,MALL_3FBBDD12,新华都购物中心,26542,MALL_733DA8C6,新华都商业广场,same_name_norm_same_district
22925,MALL_CD7D06EE,新合作购物广场,22924,MALL_5BC50847,新合作购物广场,same_name_norm_same_district
22939,MALL_BFFD6B0A,新合作购物广场,22938,MALL_C3A517F5,新合作购物广场,same_name_norm_same_district
19382,MALL_6FBE6268,新天地购物广场,19381,MALL_6D38E36C,新天地购物中心,same_name_norm_same_district
19384,MALL_7B8DE6EA,新天地购物广场,19381,MALL_6D38E36C,新天地购物中心,same_name_norm_same_district
14287,MALL_4473F991,新怡华生活购物广场,14286,MALL_9E04FB1A,新怡华生活购物广场,same_name_norm_same_district
7381,MALL_EEF8AD8D,新时代购物中心,7380,MALL_17A04C44,新时代购物中心,same_name_norm_same_district
20659,MALL_B8922949,新时代购物广场,20658,MALL_6C5D6F2C,新时代广场,same_name_norm_same_district
30643,MALL_38333334,新时代广场,30642,MALL_14C17653,新时代商业广场,same_name_norm_same_district
7408,MALL_81EB777C,新时代商厦,7407,MALL_1FC41A0A,新时代商厦,same_name_norm_same_district
20830,MALL_C0220001,新时尚购物广场,20829,MALL_7D20D5DA,新时尚购物中心,same_name_norm_same_district
20809,MALL_89DC4852,新田360广场,20808,MALL_4576FE81,新田360广场,same_name_norm_same_district
6429,MALL_18DE70EC,新百广场,6428,MALL_02D79A49,新百广场,same_name_norm_same_district
6431,MALL_595DAF79,新百购物广场,6428,MALL_02D79A49,新百广场,same_name_norm_same_district
4985,MALL_21449DBA,新百购物广场,4984,MALL_521EEE98,新百广场,same_name_norm_same_district
19099,MALL_5A53904C,新百利生活广场,19098,MALL_7EDBC869,新百利生活广场,same_name_norm_same_district
29783,MALL_7F0DDCB8,方源商城,29782,MALL_F9F20680,方源商城,same_name_norm_same_district
15908,MALL_FC05FF1F,日新购物广场,15907,MALL_AE52ED3B,日新百货,same_name_norm_same_district
27344,MALL_3001EB8A,时代购物中心,27343,MALL_64819413,时代购物中心,same_name_norm_same_district
23799,MALL_A42CEEDD,旺佳购物中心,23798,MALL_0DD2C484,旺佳购物中心,same_name_norm_same_district
17360,MALL_B4D21488,明珠大厦,17359,MALL_93B74F59,明珠大厦,same_name_norm_same_district
17723,MALL_1D093642,晨光商厦,17722,MALL_9D1B2402,晨光商厦,same_name_norm_same_district
22361,MALL_001C264D,普陀天地,22360,MALL_1F20756A,普陀商城,same_name_norm_same_district
318,MALL_AE2086E7,朋联国际购物中心,317,MALL_0E58DFB5,朋联国际购物中心,same_name_norm_same_district
4730,MALL_4DA54C19,未来广场,4729,MALL_728372FE,未来广场,same_name_norm_same_district
29388,MALL_E8F6DA7A,朱沱商场,29387,MALL_C2D9BA3B,朱沱商场,same_name_norm_same_district
12418,MALL_8C10A190,来宾购物中心,12417,MALL_24B5397B,来宾购物中心,same_name_norm_same_district
1820,MALL_89B73878,松山万达广场,1819,MALL_9981CD7A,松山万达广场,same_name_norm_same_district
2082,MALL_EE9DA511,林达购物广场,2081,MALL_72C6866C,林达购物广场,same_name_norm_same_district
24561,MALL_AA557A22,株百,24560,MALL_B53A9887,株百,same_name_norm_same_district
12348,MALL_AA488A61,梦之岛购物中心,12347,MALL_E6198F09,梦之岛百货,same_name_norm_same_district
19427,MALL_DD67A61D,正大时代广场,19426,MALL_62309D62,正大时代广场,same_name_norm_same_district
29455,MALL_9E930196,正扬百货,29454,MALL_BBE0D04B,正扬百货,same_name_norm_same_district
25949,MALL_D914F40E,武商购物广场,25948,MALL_4B177CF6,武商购物中心,same_name_norm_same_district
19282,MALL_AC5C9516,武汉商贸城,19281,MALL_4841D0D8,武汉商贸城,same_name_norm_same_district
19331,MALL_2050421A,武汉商贸城,19329,MALL_4DB22BEC,武汉商贸城,same_name_norm_same_district
25825,MALL_72143AC8,武汉商贸城,25824,MALL_D2EA6B91,武汉商贸城,same_name_norm_same_district
25698,MALL_09BC7089,武汉商贸城,25697,MALL_682A0458,武汉商贸城,same_name_norm_same_district
30423,MALL_BFCA9C3C,民生百货,30422,MALL_0C07323C,民生百货,same_name_norm_same_district
29990,MALL_13A89010,民生百货,29989,MALL_FA01FDA6,民生广场,same_name_norm_same_district
7813,MALL_C107587A,水泊商场,7812,MALL_F5515E7B,水泊商场,same_name_norm_same_district
7814,MALL_A9F49B3E,水泊商场,7812,MALL_F5515E7B,水泊商场,same_name_norm_same_district
7815,MALL_23A88762,水泊商场,7812,MALL_F5515E7B,水泊商场,same_name_norm_same_district
7816,MALL_2966FB03,水泊商场,7812,MALL_F5515E7B,水泊商场,same_name_norm_same_district
5593,MALL_6F5FBE9B,永丰生活广场,5592,MALL_5288F95D,永丰生活广场,same_name_norm_same_district
15355,MALL_6CB8D954,永旺梦乐城,15354,MALL_ECBCF717,永旺梦乐城,same_name_norm_same_district
17986,MALL_B68B0248,汇华广场,17985,MALL_98687775,汇华广场,same_name_norm_same_district
13270,MALL_DEC8E7D7,汇嘉时代购物中心,13269,MALL_A0D4FA81,汇嘉时代,same_name_norm_same_district
18365,MALL_330330EF,泰合商城,18364,MALL_19A118AD,泰合商城,same_name_norm_same_district
6903,MALL_8F462566,泰盛家和,6902,MALL_AAC70A65,泰盛家和,same_name_norm_same_district
6904,MALL_70E1DB44,泰盛家和广场,6902,MALL_AAC70A65,泰盛家和,same_name_norm_same_district
22143,MALL_67AA2DDA,浙北大厦,22141,MALL_5230E93A,浙北大厦,same_name_norm_same_district
24954,MALL_A4BBE980,海琼购物中心,24953,MALL_D93A2C36,海琼百货,same_name_norm_same_district
27540,MALL_C940DCE2,海纳广场,27539,MALL_FFCE3DE0,海纳广场,same_name_norm_same_district
30734,MALL_19C7B776,海西购物中心,30733,MALL_FD9ED4A6,海西商业广场,same_name_norm_same_district
14082,MALL_0E766A95,润创生活购物广场,14081,MALL_9DD0C5B4,润创生活购物广场,same_name_norm_same_district
25408,MALL_71AFC596,温州商城,25407,MALL_A431A960,温州商城,same_name_norm_same_district
23515,MALL_F6F5C86A,湘隆时代广场,23514,MALL_6929660F,湘隆时代商业中心,same_name_norm_same_district
22687,MALL_B574FF73,滨海商业广场,22686,MALL_DB137D12,滨海商业城,same_name_norm_same_district
