mall_id,mall_name,original_name,mall_lat,mall_lng,amap_poi_id,city,source,store_count,dji_reported,dji_exclusive,dji_target,dji_opened,insta_opened,province
MALL_00456,长沙松雅湖吾悦广场,长沙松雅湖吾悦广场,28.253035,113.101961,B0G16C1CEG,长沙市,api,1,0,0,0,1,0,湖南省
MALL_00457,万泰汇购物中心,万泰汇购物中心,23.312489,116.162431,B0HGFY2ZTR,揭阳市,api,1,0,0,0,1,0,广东省
MALL_00458,吾悦广场(沧州店),吾悦广场(沧州店),38.273809,116.827385,B0FFKIW3AS,沧州市,api,1,0,0,0,1,0,河北省
MALL_00459,远大购物中心(南岗店),远大购物中心(南岗店),45.760536,126.643669,B01C30060C,哈尔滨市,api,1,0,1,1,1,0,黑龙江省
MALL_00460,丽影广场,丽影广场,23.095761,113.320696,B00140U74J,广州市,api,1,0,0,0,1,0,广东省
MALL_00461,鼎盛广场购物中心,鼎盛广场购物中心,21.210539,110.402036,B0FFHK0WCE,湛江市,api,1,0,0,0,1,0,广东省
MALL_00462,龙湖杭州金沙天街,龙湖杭州金沙天街,30.310057,120.327207,B0FFF3Z0H7,杭州市,api,1,0,0,0,1,0,浙江省
MALL_00463,万达广场(长春红旗街店),万达广场(长春红旗街店),43.867182,125.29639,B01AF14R4Z,长春市,api,1,1,0,0,1,0,吉林省
MALL_00464,新百中心,新百中心,38.461876,106.280925,B0FFJS1L8R,银川市,api,1,0,0,0,1,0,宁夏回族自治区
MALL_00465,澳德乐时代广场,澳德乐时代广场,37.428619,116.3671,B0G3VPCP6E,德州市,api,1,0,0,0,1,0,山东省
MALL_00466,河南省郑州市新郑国际机场T2,河南省郑州市新郑国际机场T2,34.524497,113.853852,B0I6B9UHVG,郑州市,api,1,0,0,0,1,0,河南省
MALL_00467,郑州郑东万象城,郑州郑东万象城,34.765546,113.764208,B0JKCMNDVK,郑州市,api,2,0,0,0,1,1,河南省
MALL_00468,中大国际商业中心,中大国际商业中心,34.222482,108.897231,B0FFKYZB0A,西安市,api,1,0,0,0,1,0,陕西省
MALL_00469,广东省广州市白云区机场,广东省广州市白云区机场,23.194834,113.258816,,广州市,store_coordinate,1,0,0,0,1,0,广东省
MALL_00470,国贸大厦购物广场(国贸大厦店),国贸大厦购物广场(国贸大厦店),30.702676,111.295937,B0HRGUA6YW,宜昌市,api,1,0,0,0,1,0,湖北省
MALL_00471,保利·国贸逸天城,保利·国贸逸天城,26.562742,106.72339,B0FFFDXCL0,贵阳市,api,1,0,0,0,1,0,贵州省
MALL_00472,青岛凯德MALL,青岛凯德MALL,36.114063,120.395925,B0HDRCUX9J,青岛市,api,2,0,1,0,1,1,山东省
MALL_00473,中国铁建·南沙环宇城,中国铁建·南沙环宇城,22.789283,113.519626,B0I0AZ5W91,广州市,api,1,0,1,1,1,0,广东省
MALL_00476,深业上城商场,深业上城商场,22.556911,114.070113,B0LUHZB8J1,深圳市,api,2,0,0,0,1,1,广东省
MALL_00477,北京荟聚,北京荟聚,39.788104,116.326497,B0FFFFP482,北京市,api,1,0,1,0,1,0,北京市
MALL_00478,兰州万达茂,兰州万达茂,36.089554,103.681293,B0GDFZVG6R,兰州市,api,1,0,1,1,1,0,甘肃省
MALL_00479,杭州城北万象城,杭州城北万象城,30.351997,120.113049,B0FFKH01IG,杭州市,api,1,0,0,0,1,0,浙江省
MALL_00480,万象城3期,万象城3期,22.539411,114.109581,B0JAZ58E07,深圳市,api,1,0,0,0,1,0,广东省
MALL_00481,印力汇德隆杭州奥体印象城,印力汇德隆杭州奥体印象城,30.223355,120.252724,B0FFJ62XXT,杭州市,api,1,0,0,0,1,0,浙江省
MALL_00482,海岸城购物中心,海岸城购物中心,22.516961,113.935647,B02F37TR93,深圳市,api,2,0,0,0,1,1,广东省
MALL_00483,温州印象城MEGA,温州印象城MEGA,27.984897,120.701103,B0FFKUSQNH,温州市,api,1,0,0,0,1,0,浙江省
MALL_00485,龙湖杭州西溪天街,龙湖杭州西溪天街,30.293268,120.068329,B0GD7A9AIE,杭州市,api,2,1,0,0,1,1,浙江省
MALL_00486,万达广场(乌鲁木齐德汇店),万达广场(乌鲁木齐德汇店),43.788315,87.586056,B0FFGWI4G3,乌鲁木齐市,api,2,0,0,0,1,1,新疆维吾尔自治区
MALL_00487,佳和城,佳和城,35.234055,115.462934,B0FFMFWSWL,菏泽市,api,1,0,0,0,1,0,山东省
MALL_00488,龙湖时代天街A馆,龙湖时代天街A馆,29.538214,106.511061,B0FFG22N0I,重庆市,api,1,0,0,0,1,0,重庆市
MALL_00490,王府井购物中心(关东古巷店),王府井购物中心(关东古巷店),45.732817,126.566175,B0FFHHIY65,哈尔滨市,api,1,0,1,0,1,0,黑龙江省
MALL_00491,万达广场(成都金牛店),万达广场(成都金牛店),30.686663,104.074711,B0FFGB3S1M,成都市,api,1,0,0,1,1,0,四川省
MALL_00492,探十里(升龙金中环财富中心店),探十里(升龙金中环财富中心店),34.735474,113.614647,B0IR5SVHUJ,郑州市,api,2,0,0,1,1,1,河南省
MALL_00493,重庆金开爱琴海,重庆金开爱琴海,29.641895,106.548538,B0FFHC86WB,重庆市,api,1,0,0,1,1,0,重庆市
MALL_00494,合肥包河万象汇,合肥包河万象汇,31.808692,117.306929,B0JDCSRIJX,合肥市,api,2,0,0,1,1,1,安徽省
MALL_00495,杭大悦城,杭大悦城,30.301061,120.130065,B0HG0SX6BO,杭州市,api,1,0,0,0,1,0,浙江省
MALL_00496,中洲湾C Future City,中洲湾C Future City,22.527398,114.028871,B0GRMU1CG9,深圳市,api,1,0,1,1,1,0,广东省
MALL_00497,德基广场二期,德基广场二期,32.044634,118.784894,B00190BP7Y,南京市,api,2,0,0,0,1,1,江苏省
MALL_00498,番禺奥园广场,番禺奥园广场,22.924305,113.358446,B00141KFWK,广州市,api,1,0,0,0,1,0,广东省
MALL_00499,成都科华王府井,成都科华王府井,30.616647,104.076862,B0LRAH047G,成都市,api,2,1,0,0,1,1,四川省
MALL_00500,重庆江岸天街,重庆江岸天街,29.527506,106.570122,B0LGC5RB6H,重庆市,api,1,0,0,0,1,0,重庆市
MALL_00501,凯德广场·学府,凯德广场·学府,45.721194,126.608942,B01C3187WF,哈尔滨市,api,1,1,0,0,1,0,黑龙江省
MALL_00502,成都天府大悦城A馆,成都天府大悦城A馆,30.433862,104.08921,B0JKHRBV6V,成都市,api,1,0,0,0,1,0,四川省
MALL_00503,龙湖海南海口天街,龙湖海南海口天街,19.997702,110.332159,B0I1OHCYF0,海口市,api,2,0,1,0,1,1,海南省
MALL_00504,城阳万象汇,城阳万象汇,36.306827,120.414533,B0FFHOZ86Z,青岛市,api,1,0,0,0,1,0,山东省
MALL_00505,长春欧亚卖场,长春欧亚卖场,43.841371,125.242709,B0I6P9K8VM,长春市,api,1,0,1,0,1,0,吉林省
MALL_00506,武商梦时代,武商梦时代A区,30.528691,114.3408,,武汉市,api,3,0,0,0,1,1,湖北省
MALL_00507,柳州万象城,柳州万象城,24.322793,109.450607,B0FFGZBBWN,柳州市,api,2,0,0,0,1,1,广西壮族自治区
MALL_00509,瑞虹新天地太阳宫,瑞虹新天地太阳宫,31.262923,121.500531,B0GU3UK6MZ,上海市,api,1,0,0,1,1,0,上海市
MALL_00511,呼和浩特万象城,呼和浩特万象城,40.804766,111.674675,B0IANOLG14,呼和浩特市,api,1,0,0,0,1,0,内蒙古自治区
MALL_00512,龙湖重庆礼嘉天街,龙湖重庆礼嘉天街,29.670694,106.490487,B0FFKNXF8X,重庆市,api,1,0,0,0,1,0,重庆市
MALL_00513,阜阳商厦中心,阜阳商厦中心,32.891951,115.796314,B0KGFAVA3Q,阜阳市,api,1,0,0,0,1,0,安徽省
MALL_00514,东百中心,东百中心,26.084802,119.298974,B0FFHNNT7U,福州市,api,1,0,1,0,1,0,福建省
MALL_00515,成都万象城,成都万象城,30.648501,104.115317,B001C8O6UD,成都市,api,2,0,0,0,1,1,四川省
MALL_00516,友谊阳光城,友谊阳光城,20.023565,110.323865,B0FFHZYRFC,海口市,api,1,0,1,0,1,0,海南省
MALL_00517,青浦万科天空之城,青浦万科天空之城,31.16795,121.244422,,上海市,store_coordinate,1,0,0,0,1,0,上海市
MALL_00518,南昌万象城,南昌万象城,28.655421,115.847511,B0HK1S9V77,南昌市,api,2,0,0,1,1,1,江西省
MALL_00519,广元利州万达,广元利州万达,32.424378,105.877837,B03470P9IZ,广元市,api,1,1,0,0,1,0,四川省
MALL_00520,金鹰购物中心(盐城聚龙湖店),金鹰购物中心(盐城聚龙湖店),33.339902,120.164029,B0FFFFMR9J,盐城市,api,1,0,0,0,1,0,江苏省
MALL_00521,西北旺万象汇,西北旺万象汇,40.04904,116.259961,B0HBO6GWU7,北京市,api,1,0,0,0,1,0,北京市
MALL_00522,星河COCO Park(福田店),星河COCO Park(福田店),22.533569,114.054007,B0HBMHLQ5G,深圳市,api,2,0,0,0,1,1,广东省
MALL_00523,壹方天地C区,壹方天地C区,22.644218,114.030328,B0IUMHWD3O,深圳市,api,2,0,0,0,1,1,广东省
MALL_00524,西咸万象城,西咸万象城,34.290542,108.829339,B0FFGXGS25,西安市,api,1,0,0,0,1,0,陕西省
MALL_00525,京东MALL(成都新南中心店),京东MALL(成都新南中心店),30.603731,104.064877,B0KU9SLV9V,成都市,api,1,0,0,0,1,0,四川省
MALL_00526,吾悦广场(汉中店),吾悦广场(汉中店),33.072496,106.995454,B0FFLLKNLV,汉中市,api,1,0,0,0,1,0,陕西省
MALL_00527,长沙湘江永旺梦乐城,长沙湘江永旺梦乐城,28.236886,112.895887,,长沙市,store_coordinate,1,0,0,1,1,0,湖南省
MALL_00528,贵阳亨特国际店,贵阳亨特国际店,26.576148,106.719986,B0FFGQX11G,贵阳市,api,1,0,0,0,1,0,贵州省
MALL_00529,太百购物中心,太百购物中心,41.173662,80.261852,B03E50MALW,阿克苏地区,api,1,0,0,0,1,0,新疆维吾尔自治区
MALL_00531,北京朝阳合生汇,北京朝阳合生汇,39.894007,116.48011,B0FFHSRCQZ,北京市,api,1,1,0,0,0,1,北京市
MALL_00532,西单大悦城,西单大悦城,39.910884,116.37296,B000A80NIV,北京市,api,1,0,0,0,0,1,北京市
MALL_00533,北京市朝阳区首都机场路首都国际机场,北京市朝阳区首都机场路首都国际机场,40.070933,116.5953,,北京市,store_coordinate,1,1,0,0,0,1,北京市
MALL_00534,三里屯太古里,三里屯太古里,39.934871,116.45399,B0FFFT5A1C,北京市,api,1,0,0,0,0,1,北京市
MALL_00535,北京超极合生汇,北京超极合生汇,40.097069,116.291067,B0HKH7GI7B,北京市,api,1,0,0,0,0,1,北京市
MALL_00536,北京 798 创意园,北京 798 创意园,39.984948,116.494896,,北京市,api,1,0,0,0,0,1,北京市
MALL_00537,天津天河城,天津天河城,39.127141,117.204141,B0G0PBAN9M,天津市,api,1,0,0,0,0,1,天津市
MALL_00541,沈阳百脑汇,沈阳百脑汇,41.764687,123.426471,,沈阳市,store_coordinate,1,0,0,0,0,1,辽宁省
MALL_00545,上海浦东嘉里城,上海浦东嘉里城,31.227098,121.55977,,上海市,store_coordinate,1,0,0,0,0,1,上海市
MALL_00546,龙湖上海宝山天街,龙湖上海宝山天街,31.358416,121.362609,B0G04K53E8,上海市,api,1,1,0,0,0,1,上海市
MALL_00547,新天地东台里,新天地东台里,31.221379,121.480588,B0L27UKBEU,上海市,api,1,0,0,0,0,1,上海市
MALL_00548,月星环球购物广场(上海月星环球港店),月星环球购物广场(上海月星环球港店),31.231589,121.411664,B0FFG8F22Z,上海市,api,1,0,0,0,0,1,上海市
MALL_00549,正大广场,正大广场,31.236752,121.49917,B00155L44U,上海市,api,1,0,0,0,0,1,上海市
MALL_00550,上海陆家嘴中心L+mall,上海陆家嘴中心L+mall,31.231065,121.515551,B0I11K22OO,上海市,api,1,0,0,0,0,1,上海市
MALL_00551,北外滩来福士广场,北外滩来福士广场,31.252638,121.50726,B0FFKHVPR0,上海市,api,1,1,0,0,0,1,上海市
MALL_00554,南京金陵天地,南京金陵天地,31.975007,118.714141,B0K3DCUITJ,南京市,api,1,0,0,0,0,1,江苏省
MALL_00555,南京仙林金鹰,南京仙林金鹰,32.103141,118.926546,,南京市,store_coordinate,1,0,0,0,0,1,江苏省
MALL_00556,徐州彭城苏宁广场,徐州彭城苏宁广场,34.265335,117.189091,B020404WCQ,徐州市,api,1,0,1,0,0,1,江苏省
MALL_00558,明州里商场,明州里商场,29.825691,121.542401,B0FFIJQ2B4,宁波市,api,1,0,0,0,0,1,浙江省
MALL_00559,厦门大悦城,厦门大悦城,24.592382,118.055468,B0HBT756MH,厦门市,api,1,0,0,0,0,1,福建省
MALL_00560,龙岩万宝广场,龙岩万宝广场,25.083059,117.020499,B0FFH3AJOB,龙岩市,api,1,0,0,0,0,1,福建省
MALL_00561,赣州泽丰环球汇,赣州泽丰环球汇,25.820543,114.94687,B0FFGJ775J,赣州市,api,1,0,0,0,0,1,江西省
MALL_00563,信万广场,信万广场,34.819093,113.647197,B0FFKM4GWY,郑州市,api,1,0,0,0,0,1,河南省
MALL_00565,广州琶洲保利,广州琶洲保利,23.098658,113.383644,B0L63MDPLP,广州市,api,1,0,0,0,0,1,广东省
MALL_00566,广州融创,广州融创,23.426934,113.232409,B0FFKKK3XN,广州市,api,1,0,0,1,0,1,广东省
MALL_00568,KKONE购物中心北区,KKONE购物中心北区,22.528094,114.026793,B0FFL3QBAW,深圳市,api,1,0,0,1,0,1,广东省
MALL_00570,重庆万象城,重庆万象城,29.517778,106.518844,B0FFF3O598,重庆市,api,1,0,0,0,0,1,重庆市
MALL_00571,环球购物中心B馆,环球购物中心B馆,30.570455,104.064607,B0GUBCOOQU,成都市,api,1,0,0,0,0,1,四川省
MALL_00572,天府和悦广场,天府和悦广场,30.487008,104.084153,B0G1A707WB,成都市,api,1,0,0,1,0,1,四川省
MALL_00573,金牛凯德广场,金牛凯德广场,30.703419,104.044533,B0IA3OEP3F,成都市,api,1,1,0,0,0,1,四川省
MALL_00575,天府艺术公园,天府艺术公园,30.711411,104.022692,,成都市,api,1,0,0,0,0,1,四川省
MALL_00576,西安赛格广场,西安赛格广场,34.223248,108.948116,B0KRF7SZ5Y,西安市,api,1,0,0,0,0,1,陕西省
MALL_00579,长沙北辰荟,长沙北辰荟,28.23857,112.978583,B0FFMDXAX3,长沙市,manual_fix,1,0,0,0,1,0,湖南省
MALL_00580,万达广场(兰州城关店),万达广场(兰州城关店),36.063449,103.86313,B0FFGE70GN,兰州市,api,1,0,0,1,1,0,甘肃省
MALL_00581,星哥 68 广场,重庆星光68广场,29.578933,106.530868,B00178VSIY,重庆市,manual_fix,1,1,0,0,1,0,重庆市
MALL_00583,南通CBD大有境A座,南通CBD大有境,31.969084,120.894041,B0G3Z9UHHY,南通市,manual_fix,1,0,0,0,1,0,江苏省
MALL_00585,新光天地B区,SKLP(新光里+),29.594166,106.521237,B0FFH7ZJ8Q,重庆市,manual_fix,1,0,0,0,1,0,重庆市
MALL_00586,万达广场C栋,万达广场(上海五角场店),31.301289,121.513631,B0FFFR05MK,上海市,manual_fix,1,0,0,0,1,0,上海市
MALL_00587,9NRslaon(龙湖源著天街店),龙湖重庆源著天街,29.599402,106.489294,B0FFL2JQSJ,重庆市,manual_fix,1,0,0,0,1,0,重庆市
MALL_00588,虹桥天地购物中心,龙湖上海闵行天街,31.026158,121.414887,B0FFJEZKPX,上海市,manual_fix,1,1,0,1,1,0,上海市
MALL_00589,郑州原万达,万达广场(郑州中原店),34.746421,113.601543,B01730K6MX,郑州市,manual_fix,1,0,0,1,1,0,河南省
MALL_00591,诺仕达商业广场,七彩云南·第壹城,24.877844,102.82584,B0FFHIWLIT,昆明市,manual_fix,1,0,0,0,1,0,云南省
MALL_00592,上海新天地新里,前滩太古里,31.152823,121.481489,B0FFIRXH9Z,上海市,manual_fix,1,0,0,0,1,0,上海市
MALL_00595,成都世茂广场,成都世茂广场,30.582079,104.188457,B0FFM5NC7M,成都市,manual_fix,1,0,0,0,0,1,四川省
MALL_00596,龙湖成都金楠天街,龙湖成都金楠天街,30.64845,103.996202,B0FFFQX0XH,成都市,manual_add,1,0,0,0,0,1,四川省
MALL_00597,深圳欢乐海岸,深圳欢乐海岸,22.525539,113.989316,B0L07H1VN9,深圳市,api,1,0,1,0,1,0,广东省
MALL_00598,新茂业国际购物中心,新茂业国际购物中心,43.924519,81.27739,B0FFI1V93R,伊犁哈萨克自治州,api,1,0,0,0,1,0,新疆维吾尔自治区
MALL_00599,新浙北大厦,新浙北大厦,30.867401,120.098448,B0FFG06GFZ,湖州市,api,1,0,0,0,1,0,浙江省
MALL_00600,北京大兴国际机场航站楼,北京大兴国际机场航站楼,40.079654,116.592345,B0JRASN34K,北京市,api,1,1,0,0,1,0,北京市
MALL_00601,成都悠方广场,成都悠方广场,30.58304,104.053378,B0FFMCB7QM,成都市,api,1,1,0,0,1,0,四川省
MALL_00602,厦门湾悦城,厦门湾悦城,24.514569,118.161862,B0FFHF7PCI,厦门市,api,1,0,0,1,1,0,福建省
MALL_00603,宝安大悦城,宝安大悦城,22.569125,113.902405,B0IRR7HSKB,深圳市,api,2,1,0,1,1,1,广东省
MALL_00604,莆田万达广场,莆田万达广场,25.419692,118.997636,B02520NXVK,莆田市,api,1,1,0,0,1,0,福建省
MALL_00605,贵阳国贸广场,贵阳国贸广场,26.584648,106.711798,B03530PJXY,贵阳市,api,1,0,0,0,1,0,贵州省
MALL_00606,大连亿合城,大连亿合城,39.048154,121.781458,B0FFG87Q9A,大连市,api,1,0,0,1,1,0,辽宁省
MALL_00607,深圳中航城,深圳中航城,22.54284,114.083194,B0FFLOJ55K,深圳市,api,1,1,0,0,1,0,广东省
MALL_00608,第一国际汇一城,第一国际汇一城,23.007976,113.755161,B03018LLRJ,东莞市,api,1,1,1,0,1,0,广东省
MALL_00609,珠海富华里,珠海富华里,22.23443,113.542156,B0FFGG36K3,珠海市,api,1,0,1,0,1,0,广东省
MALL_00610,河北保定市西大街,河北保定市西大街,38.858114,115.491141,B013800K12,保定市,api,1,0,0,0,0,1,河北省
MALL_00611,前海壹方汇,深圳前海壹方汇,22.529207,113.896641,B0J6B5UREG,深圳市,split_fix,1,0,0,0,0,1,广东省
MALL_00612,龙湖重庆时代天街,重庆时代天街,29.536162,106.512526,B001797N7H,重庆市,split_fix,1,0,0,0,0,1,重庆市
MALL_00613,中央公园光环花园城,重庆光环花园城,29.72289,106.590562,B0JBOSL39F,重庆市,split_fix,1,0,0,0,0,1,重庆市
MALL_00614,深圳宝安机场,深圳华强北赛格科技园,22.548491,114.086016,,深圳市,split_fix,1,0,0,0,0,1,广东省
MALL_00615,SM新生活广场(厦门思明店),厦门SM新生活广场,24.499558,118.125018,B02500Q9VU,厦门市,split_fix,2,0,0,0,1,1,福建省
MALL_00616,万达广场,德阳旌阳万达广场,31.159291,104.414994,,德阳市,split_fix,1,0,0,0,1,0,四川省
MALL_00617,广州荔湾领展广场,广州荔湾领展购物广场,23.110406,113.240316,B0G39NK9UH,广州市,split_fix,1,0,0,0,1,0,广东省
MALL_00618,北国先天下,保定北国先天下,38.88971,115.469775,,保定市,split_fix,1,0,0,0,1,0,河北省
MALL_00619,Livat荟聚,长沙宜家荟聚,28.117679,112.937588,,长沙市,split_fix,1,0,1,0,1,0,湖南省
MALL_00620,万达广场(大庆让胡路店),大庆让胡路万达广场,46.624814,124.867763,B0FFK48U86,大庆市,split_fix,1,0,0,0,1,0,黑龙江省
MALL_00621,福建省福州市仓山区福州烟台山商业漫步街区,福州烟台山,26.043943,119.309603,,福州市,split_fix,1,0,0,0,0,1,福建省
MALL_00622,贵阳万象汇,贵阳观山湖万象汇,26.6195,106.621696,,贵阳市,split_fix,1,0,0,0,1,0,贵州省
MALL_00624,万象汇,合肥庐阳万象汇,31.887356,117.257781,,合肥市,split_fix,1,0,0,0,1,0,安徽省
MALL_00625,深圳大运天地,深圳大运天地,22.69608,114.218563,,深圳市,split_fix,2,0,0,0,1,1,广东省
MALL_00626,成都IFS国际金融中心,成都IFS国际金融中心,30.654937,104.081419,,成都市,split_fix,2,0,0,0,1,1,四川省
MALL_00627,银川建发阅彩城,银川建发阅彩城,38.512699,106.256124,,银川市,fix_error,2,0,0,0,1,1,宁夏回族自治区
MALL_00628,楚河汉街,楚河汉街,30.558656,114.337237,,武汉市,fix_error,1,0,0,0,1,0,湖北省
MALL_00629,西安老城根 GPark,西安老城根G Park,34.285581,108.921222,,西安市,fix_error,1,0,1,0,1,0,陕西省
MALL_00630,广州信达金茂广场,广州信达金茂广场,23.174628,113.331028,,广州市,fix_error,1,0,0,0,1,0,广东省
MALL_00631,西安曲江金池,西安曲江金池,34.203397,108.988435,B0FFFCRT0E,西安市,api,1,0,1,0,1,0,陕西省
MALL_00632,西安龙湖长乐天街,西安龙湖长乐天街,34.282206,109.013641,B0JA1CPDRL,西安市,api,1,0,0,0,1,0,陕西省
MALL_00634,泰华城新天地,泰华城新天地,36.709991,119.111977,B02180IWBO,潍坊市,api,1,0,0,1,1,0,山东省
MALL_00639,甘露山,甘露山,30.885525,114.403875,B0K2JD5NZS,武汉市,api,1,0,0,0,0,1,湖北省
MALL_00640,天河百脑汇,天河百脑汇,23.126039,113.338246,,广州市,amap_auto,1,0,0,0,1,1,广东省
MALL_00641,杭州城西银泰城,杭州城西银泰城,30.298372,120.11045,,杭州市,amap_auto,1,0,0,0,1,0,浙江省
MALL_00643,1953园,1953园,38.060601,114.525955,,石家庄市,amap_auto,1,0,0,0,0,1,河北省
MALL_00644,唐山数码广场照材,唐山数码广场照材,39.651312,118.186281,,唐山市,amap_auto,1,0,0,0,0,1,河北省
MALL_00645,船舶电子大世界,船舶电子大世界,45.78262,126.67922,,哈尔滨市,amap_auto,1,0,0,0,0,1,黑龙江省
MALL_00646,大庆百脑汇,大庆百脑汇,46.602097,125.127049,,大庆市,amap_auto,1,0,0,0,0,1,黑龙江省
MALL_00647,Isnta360上海环龙商场照材,Isnta360上海环龙商场照材,31.251792,121.467341,,上海市,amap_auto,1,0,0,0,0,1,上海市
MALL_00648,上海百脑汇,上海百脑汇,31.195149,121.449254,,上海市,amap_auto,1,0,0,0,0,1,上海市
MALL_00649,潍坊益家园照材,潍坊益家园照材,36.740528,119.085961,,潍坊市,amap_auto,1,0,0,0,0,1,山东省
MALL_00650,东莞悠兰里街区授权,东莞悠兰里街区授权,22.925575,113.897978,,东莞市,amap_auto,1,0,0,0,0,1,广东省
MALL_00651,成都滨江天街,成都滨江天街,30.667587,104.132526,,成都市,amap_auto,1,0,0,0,0,1,四川省
MALL_00654,常德万达广场,常德万达广场,29.056177,111.681126,,常德市,amap_auto,1,0,0,0,1,0,湖南省
MALL_00655,隆盛超市(柏威年购物中心大连店),隆盛超市(柏威年购物中心大连店),38.918976,121.627896,,大连市,amap_auto,0,0,0,0,1,0,辽宁省
MALL_00656,保定爱情广场,保定爱情广场,38.821117,115.463474,,保定市,amap_auto,1,0,0,0,0,1,河北省
MALL_00657,绍兴银泰,绍兴银泰,30.277697,120.144736,,绍兴市,llm_fix,1,0,1,0,0,1,浙江省
MALL_00658,北京东方新天地,东方新天地,39.909473,116.414498,,北京,csv_flag,0,1,0,0,0,0,未知省份
MALL_00659,颐堤港,颐堤港,39.969735,116.491317,,北京,csv_flag,0,1,0,1,0,0,未知省份
MALL_00660,华熙LIVE·五棵松,华熙LIVE: 五棵松,39.910214,116.279621,,北京,csv_flag,0,1,0,0,0,0,未知省份
MALL_00661,悦荟,北京悦荟,40.212115,116.239161,,北京市,csv_flag,0,1,0,0,0,0,北京市
MALL_00662,龙湖北京大兴天街,龙湖北京大兴天街,39.687444,116.320901,,北京,csv_flag,0,1,0,0,0,0,未知省份
MALL_00663,勒泰中心,勒泰中心,38.044918,114.5067,,石家庄,csv_flag,0,1,0,0,0,0,未知省份
MALL_00664,万达广场,万达广场(通辽店),43.630492,122.281044,,通辽市,csv_flag,0,1,0,0,0,0,未知省份
MALL_00665,吾悦广场(沈阳沈北店),沈阳沈北吾悦广场,41.944651,123.413331,,沈阳,csv_flag,0,1,0,0,0,0,未知省份
MALL_00666,万达广场(沈阳太原街店),万达广场(太原街店),41.791304,123.398789,,沈阳,csv_flag,0,1,0,0,0,0,未知省份
MALL_00667,凯德和平广场,大连凯德和平广场,38.896736,121.58829,,大连,csv_flag,0,1,0,0,0,0,未知省份
MALL_00668,乐都汇(市府路店),万达广场(营口),40.665121,122.237716,,营口,csv_flag,1,1,0,0,1,0,辽宁省
MALL_00669,居然世界里,长春居然世界里,43.789775,125.227957,,长春市,csv_flag,0,1,0,0,0,0,吉林省
MALL_00670,万达广场(牡丹江店),牡丹江万达广场,44.569834,129.601158,,牡丹江市,csv_flag,1,1,0,0,1,0,未知省份
MALL_00671,仲盛世界商城,仲盛世界商城,31.107101,121.38707,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00672,上海第一八佰伴,第一八佰伴,31.228205,121.516925,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00673,龙之梦城市生活中心(长宁店),龙之梦城市生活中心,31.219137,121.416666,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00674,上海静安大悦城,静安大悦城,31.243689,121.4721,,上海,csv_flag,0,1,0,1,0,0,未知省份
MALL_00675,长风大悦城,长风大悦城,31.222678,121.395319,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00676,百联中环购物广场,百联中环购物广场,31.245972,121.384007,,上海,csv_flag,0,1,0,1,0,0,未知省份
MALL_00677,长泰广场,长泰广场,31.205857,121.601958,,上海市,csv_flag,0,1,0,0,0,0,上海市
MALL_00678,凯德虹口商业中心,凯德虹口商业中心,31.270926,121.47795,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00679,宝杨宝龙广场,宝杨宝龙广场(同济路店),31.395145,121.481938,,上海市,csv_flag,0,1,0,1,0,0,上海市
MALL_00680,吾悦广场(上海青浦店),吾悦广场(青浦店),31.144145,121.095092,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00681,天空万科广场 UNI vanke MALL,上海天空万科广场,31.177102,121.253708,,上海,csv_flag,0,1,0,0,0,0,未知省份
MALL_00682,中央商场(新街口店),南京中央商场新街口店,32.038694,118.785311,,南京,csv_flag,0,1,0,0,0,0,未知省份
MALL_00683,金鹰国际广场(新街口店),新街口金鹰,32.041429,118.779772,,南京市,csv_flag,0,1,0,0,0,0,江苏省
MALL_00684,南京新百(中山南路店),南京新百中心店,32.040797,118.785067,,南京,csv_flag,0,1,0,0,0,0,未知省份
MALL_00685,昆山金鹰国际购物中心,昆山金鹰国际购物中心,31.375774,120.971776,,苏州,csv_flag,0,1,0,0,0,0,未知省份
MALL_00686,昆山招商花园城,昆山招商花园城,31.404731,120.956888,,苏州,csv_flag,0,1,0,0,0,0,未知省份
MALL_00687,印象城(常熟店),苏州常熟印象城,31.649231,120.759643,,苏州,csv_flag,0,1,0,0,0,0,未知省份
MALL_00688,无锡海岸城,无锡海岸城,31.48795,120.303474,,无锡,csv_flag,0,1,0,0,0,0,未知省份
MALL_00689,吾悦广场(宿迁宿城店),宿迁吾悦广场,33.950208,118.248592,,宿迁,csv_flag,0,1,0,0,0,0,未知省份
MALL_00690,金鹰国际购物中心(泰州店),泰州金鹰,32.496531,119.920881,,泰州市,csv_flag,0,1,0,0,0,0,江苏省
MALL_00691,万达广场(杭州余杭店),万达广场(余杭店),30.269708,119.955441,,杭州,csv_flag,0,1,0,0,0,0,未知省份
MALL_00692,银泰百货(杭州滨江店),滨江银泰,30.201858,120.2215,,杭州,csv_flag,0,1,0,0,0,0,未知省份
MALL_00693,银泰百货(宁波环球银泰城店),银泰百货(宁波环球店),29.795183,121.545306,,宁波,csv_flag,0,1,0,0,0,0,未知省份
